InstrumentName, Construction Dust Monitor (B),,
06/18/2018 15:35:40.000000,2.86,4.78,3.46
06/18/2018 15:38:20.000000,2.74,4.08,3.72
06/18/2018 15:41:01.000000,2.0,3.62,2.83
06/18/2018 15:43:39.000000,2.41,3.73,2.93
06/18/2018 15:47:40.000000,0.98,2.66,2.0
06/18/2018 15:50:22.000000,2.6,3.85,3.65
06/18/2018 15:53:00.000000,2.53,4.55,3.53
06/18/2018 15:54:20.000000,2.11,4.42,3.21
06/18/2018 15:59:46.000000,2.37,3.72,3.2
06/18/2018 16:02:26.000000,2.4,5.0,4.25
06/18/2018 16:05:07.000000,3.85,6.87,6.08
06/18/2018 16:07:46.000000,2.67,4.0,3.85
06/18/2018 16:11:47.000000,3.28,4.72,4.25
06/18/2018 16:14:27.000000,3.83,5.73,5.54
06/18/2018 16:17:07.000000,3.17,5.44,4.39
06/18/2018 16:19:46.000000,4.07,6.63,5.51
06/18/2018 16:23:46.000000,3.77,6.08,5.74
06/18/2018 16:26:26.000000,3.67,6.41,5.74
06/18/2018 16:29:06.000000,3.68,7.07,5.93
06/18/2018 16:31:47.000000,4.22,6.68,6.37
06/18/2018 16:35:46.000000,4.45,7.45,6.8
06/18/2018 16:38:26.000000,8.41,11.66,11.27
06/18/2018 16:41:06.000000,9.13,14.38,13.3
06/18/2018 16:43:46.000000,9.39,13.2,12.22
06/18/2018 16:47:46.000000,5.68,9.0,8.35
06/18/2018 16:50:28.000000,6.1,9.02,8.63
06/18/2018 16:53:06.000000,6.88,9.56,9.32
06/18/2018 16:57:06.000000,5.2,7.93,7.51
06/18/2018 16:59:46.000000,6.64,9.77,8.82
06/18/2018 17:02:26.000000,7.56,10.11,9.42
06/18/2018 17:05:06.000000,5.83,8.69,8.1
06/18/2018 17:07:47.000000,6.98,10.63,9.78
06/18/2018 17:11:46.000000,5.97,9.78,8.62
06/18/2018 17:14:26.000000,6.62,10.45,9.8
06/18/2018 17:17:06.000000,5.72,9.69,8.9
06/18/2018 17:19:46.000000,6.44,9.59,8.85
06/18/2018 17:26:26.000000,6.44,10.41,9.78
06/18/2018 17:29:06.000000,7.1,10.45,9.5
06/18/2018 17:31:46.000000,6.89,10.92,10.11
06/18/2018 17:35:46.000000,6.9,11.61,10.1
06/18/2018 17:38:26.000000,7.36,12.38,11.21
06/18/2018 17:41:06.000000,7.35,11.48,10.43
06/18/2018 17:43:47.000000,8.0,12.02,11.48
06/18/2018 17:47:46.000000,8.57,13.15,12.1
06/18/2018 17:50:26.000000,7.65,13.38,11.82
06/18/2018 17:53:06.000000,8.12,11.44,10.9
06/18/2018 17:55:47.000000,9.18,12.95,12.88
06/18/2018 17:59:46.000000,8.26,12.67,11.69
06/18/2018 18:02:27.000000,8.02,12.18,11.55
06/18/2018 18:05:07.000000,7.63,10.05,9.83
06/18/2018 18:07:46.000000,8.79,13.62,12.28
06/18/2018 18:11:46.000000,9.07,13.37,12.66
06/18/2018 18:14:26.000000,9.12,13.54,12.63
06/18/2018 18:17:06.000000,9.63,16.45,14.89
06/18/2018 18:19:46.000000,9.8,14.32,13.83
06/18/2018 18:23:47.000000,8.85,13.57,12.75
06/18/2018 18:26:26.000000,10.8,15.37,14.59
06/18/2018 18:29:06.000000,10.08,15.56,14.92
06/18/2018 18:31:46.000000,10.88,16.56,16.1
06/18/2018 18:35:46.000000,10.55,15.77,15.32
06/18/2018 18:38:26.000000,10.38,16.0,15.48
06/18/2018 18:41:06.000000,11.67,17.97,16.44
06/18/2018 18:43:46.000000,12.65,17.87,17.37
06/18/2018 18:47:46.000000,11.56,17.03,16.56
06/18/2018 18:50:26.000000,11.55,18.67,16.35
06/18/2018 18:53:07.000000,13.03,17.35,16.86
06/18/2018 18:55:46.000000,11.46,17.1,16.1
06/18/2018 18:59:46.000000,9.38,13.93,13.6
06/18/2018 19:02:26.000000,10.18,14.49,13.62
06/18/2018 19:05:08.000000,12.44,18.23,17.05
06/18/2018 19:07:46.000000,12.89,18.53,18.05
06/18/2018 19:11:46.000000,11.78,16.88,16.12
06/18/2018 19:14:26.000000,12.3,17.75,17.23
06/18/2018 19:17:06.000000,11.93,16.65,16.12
06/18/2018 19:19:46.000000,12.4,18.0,17.08
06/18/2018 19:23:47.000000,13.76,20.81,20.02
06/18/2018 19:26:26.000000,14.24,21.95,21.3
06/18/2018 19:29:07.000000,14.74,22.33,20.56
06/18/2018 19:31:47.000000,13.54,19.85,19.0
06/18/2018 19:35:46.000000,12.26,19.03,17.72
06/18/2018 19:38:26.000000,12.76,20.13,18.11
06/18/2018 19:41:06.000000,12.21,19.49,18.15
06/18/2018 19:43:46.000000,12.05,17.8,16.7
06/18/2018 19:47:46.000000,16.21,23.21,21.69
06/18/2018 19:50:26.000000,12.61,17.93,17.34
06/18/2018 19:53:07.000000,12.73,18.8,17.42
06/18/2018 19:55:46.000000,12.2,18.2,17.24
06/18/2018 19:59:46.000000,12.5,18.05,17.7
06/18/2018 20:02:26.000000,13.79,19.49,19.18
06/18/2018 20:05:06.000000,13.41,20.9,18.66
06/18/2018 20:07:46.000000,12.82,19.0,18.02
06/18/2018 20:11:46.000000,12.77,17.42,17.08
06/18/2018 20:14:26.000000,14.19,20.22,19.38
06/18/2018 20:17:07.000000,13.3,20.2,18.98
06/18/2018 20:19:46.000000,13.61,21.1,19.17
06/18/2018 20:23:46.000000,12.57,18.98,17.4
06/18/2018 20:26:26.000000,12.43,16.81,16.52
06/18/2018 20:29:07.000000,12.07,17.17,16.68
06/18/2018 20:31:46.000000,12.9,17.23,16.62
06/18/2018 20:35:46.000000,14.14,19.0,18.19
06/18/2018 20:38:27.000000,14.1,18.3,17.8
06/18/2018 20:41:07.000000,13.42,19.32,18.79
06/18/2018 20:43:47.000000,13.25,19.25,17.87
06/18/2018 20:47:47.000000,15.33,21.62,20.98
06/18/2018 20:50:27.000000,14.18,19.74,19.51
06/18/2018 20:53:06.000000,12.63,18.45,17.6
06/18/2018 20:55:46.000000,14.45,19.9,19.35
06/18/2018 20:59:46.000000,13.54,18.92,18.1
06/18/2018 21:02:26.000000,13.05,17.34,17.02
06/18/2018 21:05:07.000000,13.44,19.05,18.41
06/18/2018 21:07:46.000000,12.68,16.78,16.17
06/18/2018 21:11:47.000000,11.73,15.7,15.55
06/18/2018 21:14:26.000000,14.26,19.43,19.05
06/18/2018 21:17:06.000000,13.5,18.35,17.4
06/18/2018 21:19:46.000000,13.07,18.17,16.83
06/18/2018 21:23:46.000000,13.18,17.9,17.67
06/18/2018 21:26:27.000000,10.2,14.0,14.0
06/18/2018 21:29:07.000000,12.95,17.56,17.33
06/18/2018 21:31:47.000000,11.02,15.65,14.85
06/18/2018 21:35:47.000000,11.15,14.95,13.98
06/18/2018 21:38:30.000000,10.74,15.23,13.89
06/18/2018 21:41:06.000000,9.8,13.12,13.12
06/18/2018 21:43:47.000000,9.77,13.82,12.6
06/18/2018 21:47:47.000000,11.0,15.1,14.54
06/18/2018 21:50:27.000000,9.29,12.9,12.41
06/18/2018 21:53:06.000000,8.52,11.63,11.0
06/18/2018 21:55:46.000000,9.71,13.1,12.56
06/18/2018 21:59:46.000000,9.51,12.51,11.66
06/18/2018 22:02:26.000000,8.26,10.74,10.41
06/18/2018 22:05:07.000000,8.51,10.15,10.15
06/18/2018 22:07:46.000000,9.8,12.77,12.4
06/18/2018 22:11:47.000000,7.47,10.65,10.05
06/18/2018 22:14:27.000000,8.13,10.27,10.0
06/18/2018 22:17:07.000000,7.18,9.57,9.45
06/18/2018 22:19:46.000000,6.72,9.68,9.07
06/18/2018 22:23:47.000000,7.64,9.44,9.05
06/18/2018 22:26:27.000000,7.05,9.02,8.68
06/18/2018 22:29:07.000000,7.6,10.43,10.18
06/18/2018 22:31:47.000000,24.67,28.72,28.38
06/18/2018 22:35:47.000000,8.0,10.24,9.95
06/18/2018 22:38:26.000000,8.4,11.25,10.57
06/18/2018 22:41:06.000000,7.39,10.22,9.73
06/18/2018 22:43:46.000000,5.95,7.59,7.34
06/18/2018 22:47:46.000000,6.15,7.69,7.59
06/18/2018 22:50:26.000000,6.2,8.0,7.71
06/18/2018 22:53:07.000000,7.18,9.49,8.72
06/18/2018 22:55:46.000000,6.98,8.61,8.46
06/18/2018 22:59:46.000000,7.15,9.02,8.95
06/18/2018 23:02:26.000000,5.4,7.0,7.0
06/18/2018 23:05:07.000000,5.23,6.64,6.49
06/18/2018 23:07:47.000000,5.18,7.62,6.45
06/18/2018 23:11:47.000000,5.85,7.72,6.97
06/18/2018 23:14:26.000000,6.12,6.93,6.93
06/18/2018 23:17:07.000000,4.32,5.8,5.37
06/18/2018 23:19:47.000000,4.49,5.46,5.46
06/18/2018 23:23:46.000000,4.07,4.49,4.49
06/18/2018 23:26:27.000000,3.89,6.11,5.76
06/18/2018 23:29:07.000000,4.7,6.22,5.8
06/18/2018 23:31:46.000000,4.46,5.46,5.46
06/18/2018 23:35:46.000000,4.98,6.12,6.12
06/18/2018 23:38:26.000000,3.95,5.07,5.03
06/18/2018 23:41:06.000000,3.8,5.2,4.8
06/18/2018 23:43:47.000000,4.27,5.83,5.49
06/18/2018 23:47:46.000000,4.15,4.83,4.83
06/18/2018 23:50:26.000000,10.27,15.1,13.95
06/18/2018 23:53:06.000000,13.68,20.46,18.34
06/18/2018 23:55:46.000000,11.72,16.18,15.46
06/18/2018 23:59:46.000000,12.18,17.6,16.77
06/19/2018 00:02:26.000000,12.77,17.87,16.87
06/19/2018 00:05:07.000000,11.23,16.25,15.25
06/19/2018 00:06:26.000000,11.55,15.7,15.25
06/19/2018 12:53:46.000000,0.0,2.0,2.0
06/19/2018 12:56:26.000000,0.75,1.02,1.02
06/19/2018 12:59:06.000000,1.0,1.17,1.17
06/19/2018 13:01:46.000000,0.8,1.3,1.15
06/19/2018 13:05:46.000000,1.0,1.51,1.23
06/19/2018 13:08:27.000000,1.34,1.8,1.8
06/19/2018 13:11:07.000000,1.02,1.92,1.85
06/19/2018 13:13:46.000000,1.0,1.56,1.32
06/19/2018 13:17:46.000000,0.93,1.3,1.3
06/19/2018 13:20:26.000000,0.5,1.02,0.88
06/19/2018 13:23:06.000000,1.0,1.58,1.45
06/19/2018 13:25:46.000000,0.93,1.44,1.37
06/19/2018 13:29:46.000000,1.38,1.93,1.57
06/19/2018 13:32:26.000000,1.1,1.7,1.45
06/19/2018 13:35:06.000000,1.0,1.42,1.35
06/19/2018 13:37:46.000000,2.05,3.05,2.56
06/19/2018 13:41:46.000000,0.9,1.87,1.62
06/19/2018 13:44:26.000000,1.12,1.6,1.15
06/19/2018 13:47:07.000000,1.27,1.73,1.49
06/19/2018 13:49:46.000000,1.75,2.3,2.12
06/19/2018 13:53:47.000000,1.77,2.4,2.0
06/19/2018 13:56:26.000000,1.22,2.56,2.24
06/19/2018 13:59:06.000000,1.31,2.03,2.03
06/19/2018 14:01:46.000000,1.1,1.61,1.44
06/19/2018 14:05:46.000000,0.75,1.65,1.33
06/19/2018 14:08:26.000000,1.25,2.17,1.95
06/19/2018 14:11:06.000000,1.15,1.23,1.23
06/19/2018 14:13:46.000000,1.27,1.52,1.52
06/19/2018 14:17:46.000000,1.0,1.66,1.58
06/19/2018 14:20:26.000000,1.33,2.15,2.15
06/19/2018 14:23:06.000000,1.83,2.02,1.9
06/19/2018 14:25:47.000000,1.45,2.05,2.05
06/19/2018 14:29:46.000000,1.9,2.7,2.4
06/19/2018 14:32:26.000000,1.29,2.31,2.21
06/19/2018 14:35:06.000000,5.85,9.77,8.72
06/19/2018 14:37:46.000000,1.25,2.25,2.25
06/19/2018 14:41:46.000000,1.78,3.17,2.63
06/19/2018 14:44:26.000000,2.6,3.62,3.4
06/19/2018 14:47:06.000000,2.41,3.31,3.08
