InstrumentName, Construction Dust Monitor (A),,
06/28/2018 14:10:22.000000,7.32,9.52,9.18
06/28/2018 14:11:42.000000,6.5,9.32,8.3
06/28/2018 14:13:02.000000,6.84,8.78,8.68
06/28/2018 14:14:22.000000,6.18,8.63,8.6
06/28/2018 14:15:44.000000,6.93,10.12,9.71
06/28/2018 14:17:02.000000,6.57,9.25,8.9
06/28/2018 14:18:22.000000,6.92,8.46,8.24
06/28/2018 14:19:42.000000,7.1,9.71,9.52
06/28/2018 14:21:02.000000,6.23,8.54,8.28
06/28/2018 14:22:22.000000,6.17,8.22,8.1
06/28/2018 14:23:42.000000,6.45,9.35,8.75
06/28/2018 14:25:03.000000,6.16,8.81,8.08
06/28/2018 14:26:22.000000,6.97,9.16,9.0
06/28/2018 14:27:42.000000,5.59,8.39,7.68
06/28/2018 14:29:02.000000,5.34,8.0,7.57
06/28/2018 14:30:22.000000,6.34,8.66,8.24
06/28/2018 14:31:42.000000,5.41,8.19,7.43
06/28/2018 14:33:02.000000,5.92,7.97,7.47
06/28/2018 14:34:22.000000,5.89,7.47,7.37
06/28/2018 14:35:42.000000,5.51,7.37,7.02
06/28/2018 14:37:02.000000,11.73,13.63,13.34
06/28/2018 14:38:22.000000,6.28,8.85,8.32
06/28/2018 14:39:42.000000,5.9,8.1,7.53
06/28/2018 14:41:06.000000,5.53,6.87,6.87
06/28/2018 14:42:22.000000,5.49,7.73,7.17
06/28/2018 14:43:42.000000,5.5,7.62,7.41
06/28/2018 14:45:02.000000,5.83,7.54,7.37
06/28/2018 14:46:22.000000,4.68,6.44,5.98
06/28/2018 14:47:42.000000,5.68,7.41,7.24
06/28/2018 14:49:02.000000,5.92,7.69,7.23
06/28/2018 14:50:22.000000,6.03,8.38,7.85
06/28/2018 14:51:42.000000,6.05,9.68,8.65
06/28/2018 14:53:02.000000,7.18,10.65,9.43
06/28/2018 14:54:22.000000,5.24,7.27,6.88
06/28/2018 14:55:42.000000,5.24,7.16,6.54
06/28/2018 14:57:02.000000,5.11,7.03,6.55
06/28/2018 14:58:24.000000,5.03,6.39,6.32
06/28/2018 14:59:42.000000,5.54,8.08,7.3
06/28/2018 15:01:02.000000,5.56,7.02,7.02
06/28/2018 15:02:22.000000,5.97,7.87,7.66
06/28/2018 15:03:42.000000,5.63,7.74,7.66
06/28/2018 15:05:02.000000,5.82,7.51,7.13
06/28/2018 15:06:22.000000,5.27,6.97,6.97
06/28/2018 15:07:42.000000,5.62,8.25,7.43
06/28/2018 15:09:02.000000,4.53,6.55,6.05
06/28/2018 15:10:22.000000,4.59,7.2,6.34
06/28/2018 15:11:46.000000,5.0,6.18,5.82
06/28/2018 15:13:02.000000,5.78,7.51,7.32
06/28/2018 15:14:22.000000,5.38,7.59,7.05
06/28/2018 15:15:42.000000,4.51,6.46,6.44
06/28/2018 15:17:02.000000,4.75,7.6,7.03
06/28/2018 15:18:22.000000,5.05,6.37,6.07
06/28/2018 15:19:42.000000,5.62,7.05,7.0
06/28/2018 15:21:04.000000,5.3,7.6,6.75
06/28/2018 15:22:22.000000,4.59,6.26,6.26
06/28/2018 15:23:42.000000,5.25,6.97,6.45
06/28/2018 15:25:03.000000,4.05,5.9,5.23
06/28/2018 15:26:23.000000,4.6,6.43,6.2
06/28/2018 15:27:42.000000,3.78,5.55,5.3
06/28/2018 15:29:02.000000,4.47,6.18,6.1
06/28/2018 15:30:22.000000,4.2,5.66,5.39
06/28/2018 15:31:42.000000,4.33,7.0,6.74
06/28/2018 15:33:02.000000,5.05,6.93,6.4
06/28/2018 15:34:22.000000,4.55,7.1,6.57
06/28/2018 15:35:42.000000,4.44,6.68,6.44
06/28/2018 15:37:02.000000,4.51,6.66,6.24
06/28/2018 15:38:24.000000,4.97,7.3,6.97
06/28/2018 15:39:42.000000,4.07,6.05,6.05
06/28/2018 15:41:02.000000,4.58,7.08,6.68
06/28/2018 15:42:22.000000,4.07,6.2,5.72
06/28/2018 15:43:43.000000,4.15,5.8,5.29
06/28/2018 15:45:02.000000,4.53,5.89,5.89
06/28/2018 15:46:22.000000,4.5,6.58,5.97
06/28/2018 15:47:42.000000,4.3,6.62,6.15
06/28/2018 15:49:02.000000,4.65,6.37,6.32
06/28/2018 15:50:22.000000,5.18,6.5,6.29
06/28/2018 15:51:42.000000,4.0,7.22,5.98
06/28/2018 15:53:02.000000,5.05,7.05,6.25
06/28/2018 15:54:22.000000,4.66,6.68,6.41
06/28/2018 15:55:42.000000,4.85,6.6,6.5
06/28/2018 15:57:04.000000,5.2,6.87,6.68
06/28/2018 15:58:22.000000,4.78,6.73,6.51
06/28/2018 15:59:42.000000,4.49,6.68,5.98
06/28/2018 16:01:02.000000,4.55,7.07,5.9
06/28/2018 16:02:22.000000,4.32,6.66,6.29
06/28/2018 16:03:45.000000,4.64,5.86,5.83
06/28/2018 16:05:02.000000,4.73,6.62,6.11
06/28/2018 16:06:22.000000,4.0,5.52,5.21
06/28/2018 16:07:42.000000,4.24,5.63,5.63
06/28/2018 16:09:02.000000,4.89,5.89,5.89
06/28/2018 16:10:22.000000,4.07,6.0,5.63
06/28/2018 16:11:42.000000,4.47,6.15,6.0
06/28/2018 16:13:02.000000,4.38,6.49,6.19
06/28/2018 16:14:24.000000,11.42,14.75,14.58
06/28/2018 16:15:42.000000,7.68,11.51,11.51
06/28/2018 16:17:02.000000,3.97,5.93,4.93
06/28/2018 16:18:22.000000,3.97,6.05,5.41
06/28/2018 16:19:42.000000,4.2,5.93,5.03
06/28/2018 16:21:02.000000,4.03,5.92,5.54
06/28/2018 16:22:22.000000,3.69,5.31,5.22
06/28/2018 16:23:43.000000,4.18,6.43,5.97
06/28/2018 16:25:02.000000,3.91,5.0,4.83
06/28/2018 16:26:23.000000,4.32,6.12,5.93
06/28/2018 16:27:42.000000,3.9,6.4,5.8
06/28/2018 16:29:02.000000,6.41,11.44,9.56
06/28/2018 16:30:27.000000,5.37,8.2,7.68
06/28/2018 16:31:43.000000,4.19,5.64,5.28
06/28/2018 16:33:02.000000,4.03,5.66,5.39
06/28/2018 16:34:22.000000,3.77,5.28,5.1
06/28/2018 16:35:42.000000,4.56,7.1,6.66
06/28/2018 16:37:02.000000,3.81,5.31,4.81
06/28/2018 16:38:22.000000,3.32,4.95,4.66
06/28/2018 16:39:42.000000,3.57,5.0,4.79
06/28/2018 16:41:02.000000,5.03,10.08,8.46
06/28/2018 16:42:22.000000,4.17,5.68,5.44
06/28/2018 16:43:42.000000,5.1,7.45,7.24
06/28/2018 16:45:02.000000,7.85,17.02,14.15
06/28/2018 16:46:22.000000,5.61,11.16,9.95
06/28/2018 16:47:42.000000,4.03,5.9,5.32
06/28/2018 16:49:03.000000,2.76,3.85,3.78
06/28/2018 16:50:22.000000,2.2,3.49,3.24
06/28/2018 16:51:42.000000,2.22,3.87,3.62
06/28/2018 16:53:02.000000,1.69,2.57,2.52
06/28/2018 16:54:22.000000,2.15,2.41,2.41
06/28/2018 16:55:42.000000,1.73,2.73,2.73
06/28/2018 16:57:02.000000,1.87,2.97,2.67
06/28/2018 16:58:22.000000,1.5,2.22,2.2
06/28/2018 16:59:42.000000,1.5,2.42,2.42
06/28/2018 17:01:02.000000,1.49,2.27,2.27
06/28/2018 17:02:22.000000,2.38,3.0,2.88
06/28/2018 17:03:42.000000,2.0,3.14,2.88
06/28/2018 17:05:02.000000,2.27,3.32,3.22
06/28/2018 17:06:22.000000,2.48,3.83,3.17
06/28/2018 17:07:42.000000,2.08,3.78,3.4
06/28/2018 17:09:02.000000,2.2,3.72,3.5
06/28/2018 17:10:22.000000,1.75,2.5,2.2
06/28/2018 17:11:42.000000,1.79,2.55,2.38
06/28/2018 17:13:02.000000,1.55,2.67,2.67
06/28/2018 17:14:22.000000,1.6,2.8,2.53
06/28/2018 17:15:42.000000,1.95,2.61,2.61
06/28/2018 17:17:02.000000,2.0,2.74,2.74
06/28/2018 17:18:22.000000,1.67,3.1,2.59
06/28/2018 17:19:42.000000,1.37,2.83,2.22
06/28/2018 17:21:03.000000,1.95,2.54,2.54
06/28/2018 17:22:22.000000,1.12,1.52,1.52
06/28/2018 17:23:42.000000,1.68,2.63,2.54
06/28/2018 17:25:02.000000,1.98,2.95,2.58
06/28/2018 17:26:22.000000,4.33,6.33,5.59
06/28/2018 17:27:42.000000,2.71,3.88,3.38
06/28/2018 17:29:02.000000,1.1,2.33,1.93
06/28/2018 17:30:22.000000,1.72,2.21,2.21
06/28/2018 17:31:42.000000,1.9,2.67,2.52
06/28/2018 17:33:02.000000,2.0,3.57,3.26
06/28/2018 17:34:22.000000,1.93,2.51,2.51
06/28/2018 17:35:42.000000,1.63,2.34,2.34
06/28/2018 17:37:02.000000,2.21,2.74,2.74
06/28/2018 17:38:22.000000,1.92,2.95,2.83
06/28/2018 17:39:42.000000,2.0,2.53,2.53
06/28/2018 17:41:02.000000,2.0,2.46,2.46
06/28/2018 17:42:22.000000,1.98,2.76,2.54
06/28/2018 17:43:42.000000,2.05,3.32,2.68
06/28/2018 17:45:02.000000,1.46,2.61,2.61
06/28/2018 17:46:22.000000,1.86,2.76,2.76
06/28/2018 17:47:42.000000,2.17,3.54,3.15
06/28/2018 17:49:02.000000,1.59,2.73,2.73
06/28/2018 17:50:22.000000,1.92,2.37,2.37
06/28/2018 17:51:42.000000,2.0,3.78,3.03
06/28/2018 17:53:02.000000,3.17,6.6,5.43
06/28/2018 17:54:22.000000,2.56,4.32,3.93
06/28/2018 17:55:42.000000,2.87,5.3,4.57
                
