InstrumentName, Construction Dust Monitor (B) [Sensor B],,
06/18/2018 15:38:49.000000,3.05,5.61,4.37
06/18/2018 15:41:30.000000,2.0,3.66,3.37
06/18/2018 15:44:10.000000,2.38,4.19,3.26
06/18/2018 15:46:50.000000,1.83,2.83,2.43
06/18/2018 15:50:50.000000,2.45,3.55,2.95
06/18/2018 15:53:29.000000,2.48,3.79,3.5
06/18/2018 15:54:50.000000,2.79,4.51,3.64
06/18/2018 15:58:56.000000,2.22,4.98,3.85
06/18/2018 16:01:36.000000,3.4,6.19,4.95
06/18/2018 16:05:37.000000,3.29,6.05,5.34
06/18/2018 16:08:16.000000,4.05,6.17,5.55
06/18/2018 16:10:56.000000,3.47,5.11,5.03
06/18/2018 16:13:36.000000,2.49,5.2,4.15
06/18/2018 16:17:36.000000,3.36,6.29,5.57
06/18/2018 16:20:16.000000,4.12,6.24,5.76
06/18/2018 16:22:56.000000,4.2,7.02,6.24
06/18/2018 16:25:36.000000,4.33,6.54,6.26
06/18/2018 16:29:36.000000,4.7,7.07,6.7
06/18/2018 16:32:16.000000,4.19,6.4,5.83
06/18/2018 16:34:57.000000,4.93,7.57,6.67
06/18/2018 16:37:36.000000,7.4,10.21,9.52
06/18/2018 16:41:36.000000,9.9,13.17,12.71
06/18/2018 16:44:16.000000,9.23,13.18,12.57
06/18/2018 16:46:56.000000,5.52,7.55,7.43
06/18/2018 16:49:36.000000,6.5,9.74,8.52
06/18/2018 16:53:36.000000,6.52,9.81,8.83
06/18/2018 16:56:16.000000,7.05,9.66,9.29
06/18/2018 17:02:56.000000,7.24,10.15,9.56
06/18/2018 17:05:36.000000,7.02,10.46,9.93
06/18/2018 17:08:17.000000,7.6,10.75,10.23
06/18/2018 17:10:57.000000,6.9,10.07,9.46
06/18/2018 17:14:56.000000,7.51,10.49,10.02
06/18/2018 17:17:37.000000,5.88,8.6,7.98
06/18/2018 17:20:16.000000,7.23,10.6,9.88
06/18/2018 17:25:36.000000,7.63,10.85,10.39
06/18/2018 17:29:36.000000,7.5,11.45,10.75
06/18/2018 17:32:16.000000,7.59,10.56,9.83
06/18/2018 17:34:56.000000,7.34,10.76,9.95
06/18/2018 17:37:36.000000,7.36,11.07,10.19
06/18/2018 17:41:37.000000,7.19,11.21,10.33
06/18/2018 17:44:16.000000,8.02,12.0,11.29
06/18/2018 17:46:56.000000,8.37,12.71,12.05
06/18/2018 17:50:56.000000,7.8,10.49,10.29
06/18/2018 17:53:36.000000,8.38,12.6,11.71
06/18/2018 17:56:16.000000,9.32,13.62,12.45
06/18/2018 17:58:56.000000,9.55,14.62,13.1
06/18/2018 18:01:36.000000,9.05,12.27,11.78
06/18/2018 18:05:36.000000,8.46,12.05,11.66
06/18/2018 18:08:17.000000,8.52,11.79,11.48
06/18/2018 18:10:56.000000,8.2,10.85,10.8
06/18/2018 18:14:56.000000,10.02,14.31,14.02
06/18/2018 18:17:36.000000,10.76,14.83,14.17
06/18/2018 18:20:19.000000,9.73,14.23,12.98
06/18/2018 18:22:56.000000,10.15,14.46,13.92
06/18/2018 18:25:36.000000,10.88,15.17,14.51
06/18/2018 18:29:36.000000,11.1,15.81,15.0
06/18/2018 18:32:16.000000,12.67,17.21,16.76
06/18/2018 18:34:56.000000,12.02,16.69,16.17
06/18/2018 18:37:36.000000,11.46,16.29,15.22
06/18/2018 18:41:36.000000,10.75,14.98,14.2
06/18/2018 18:44:16.000000,12.88,17.21,16.6
06/18/2018 18:46:56.000000,11.88,16.9,16.42
06/18/2018 18:49:36.000000,12.83,17.83,16.95
06/18/2018 18:53:36.000000,12.39,17.88,16.68
06/18/2018 18:56:16.000000,11.71,16.1,15.33
06/18/2018 18:58:56.000000,12.22,17.68,16.49
06/18/2018 19:02:56.000000,10.44,14.2,13.76
06/18/2018 19:05:36.000000,11.93,16.57,15.9
06/18/2018 19:08:16.000000,14.23,20.0,19.4
06/18/2018 19:10:56.000000,13.19,18.45,18.17
06/18/2018 19:13:36.000000,13.74,18.16,18.09
06/18/2018 19:17:36.000000,13.57,18.4,17.62
06/18/2018 19:20:16.000000,13.23,18.79,18.21
06/18/2018 19:22:56.000000,14.93,21.88,21.4
06/18/2018 19:25:36.000000,13.59,19.17,18.24
06/18/2018 19:29:36.000000,15.27,20.33,19.67
06/18/2018 19:32:17.000000,14.36,19.6,18.81
06/18/2018 19:34:56.000000,13.59,18.36,17.87
06/18/2018 19:37:36.000000,14.37,20.1,19.83
06/18/2018 19:41:36.000000,12.02,17.29,16.41
06/18/2018 19:44:16.000000,12.43,17.14,16.43
06/18/2018 19:46:57.000000,14.9,20.21,19.69
06/18/2018 19:49:36.000000,14.12,19.88,19.17
06/18/2018 19:53:36.000000,14.0,18.66,17.98
06/18/2018 19:56:16.000000,13.18,17.72,17.46
06/18/2018 19:58:56.000000,13.83,18.83,18.27
06/18/2018 20:02:56.000000,14.62,19.81,18.69
06/18/2018 20:05:36.000000,14.48,18.98,18.9
06/18/2018 20:08:17.000000,12.41,17.44,17.18
06/18/2018 20:10:56.000000,13.83,18.5,17.74
06/18/2018 20:13:36.000000,12.78,16.8,15.98
06/18/2018 20:17:36.000000,14.29,20.15,18.56
06/18/2018 20:20:17.000000,14.73,20.02,19.37
06/18/2018 20:22:56.000000,14.57,20.8,19.75
06/18/2018 20:25:36.000000,14.0,18.72,18.44
06/18/2018 20:29:36.000000,12.76,17.68,17.15
06/18/2018 20:32:17.000000,14.74,19.31,18.87
06/18/2018 20:34:56.000000,15.1,19.9,18.83
06/18/2018 20:37:36.000000,15.24,20.26,19.4
06/18/2018 20:41:36.000000,14.98,19.98,19.71
06/18/2018 20:44:16.000000,15.43,20.33,19.42
06/18/2018 20:46:56.000000,14.59,19.27,18.51
06/18/2018 20:49:36.000000,15.1,19.75,19.33
06/18/2018 20:53:36.000000,14.56,19.0,18.84
06/18/2018 20:56:16.000000,15.68,20.77,20.27
06/18/2018 20:58:56.000000,15.0,19.44,19.02
06/18/2018 21:02:57.000000,14.6,19.9,19.23
06/18/2018 21:05:36.000000,13.32,17.07,16.78
06/18/2018 21:08:16.000000,14.85,19.63,18.93
06/18/2018 21:10:56.000000,14.21,19.4,18.81
06/18/2018 21:13:36.000000,13.85,17.2,16.88
06/18/2018 21:17:36.000000,13.22,17.56,17.24
06/18/2018 21:20:17.000000,13.2,17.05,16.0
06/18/2018 21:22:56.000000,14.45,18.52,18.02
06/18/2018 21:25:36.000000,11.51,15.24,15.07
06/18/2018 21:29:36.000000,14.2,18.22,18.07
06/18/2018 21:32:17.000000,12.02,14.78,14.78
06/18/2018 21:34:56.000000,11.5,14.95,14.45
06/18/2018 21:38:56.000000,10.77,14.0,13.88
06/18/2018 21:41:37.000000,9.71,12.61,12.39
06/18/2018 21:44:16.000000,11.46,13.87,13.62
06/18/2018 21:46:56.000000,9.4,12.33,12.07
06/18/2018 21:49:36.000000,10.62,13.26,13.07
06/18/2018 21:53:36.000000,9.8,12.95,12.95
06/18/2018 21:56:16.000000,11.66,15.5,14.42
06/18/2018 21:58:56.000000,8.95,11.88,11.29
06/18/2018 22:01:36.000000,8.85,11.78,10.85
06/18/2018 22:05:36.000000,9.49,12.15,11.51
06/18/2018 22:08:17.000000,10.27,12.73,12.65
06/18/2018 22:10:56.000000,8.48,11.07,10.83
06/18/2018 22:13:37.000000,8.79,11.46,11.18
06/18/2018 22:17:36.000000,7.3,9.65,8.88
06/18/2018 22:20:16.000000,7.9,9.68,9.38
06/18/2018 22:22:56.000000,6.85,8.2,8.17
06/18/2018 22:25:37.000000,7.8,10.34,10.02
06/18/2018 22:29:36.000000,7.2,8.71,8.46
06/18/2018 22:32:17.000000,21.1,25.0,24.49
06/18/2018 22:34:56.000000,8.64,11.14,10.71
06/18/2018 22:37:37.000000,8.25,10.57,10.48
06/18/2018 22:41:36.000000,6.98,8.19,8.12
06/18/2018 22:44:16.000000,6.05,8.21,7.31
06/18/2018 22:46:56.000000,5.8,8.12,7.66
06/18/2018 22:49:36.000000,5.66,6.73,6.59
06/18/2018 22:53:36.000000,6.76,9.27,9.1
06/18/2018 22:56:16.000000,7.61,9.88,9.8
06/18/2018 22:58:57.000000,5.71,7.43,7.1
06/18/2018 23:01:36.000000,5.4,6.36,6.17
06/18/2018 23:05:36.000000,5.49,6.63,6.63
06/18/2018 23:08:16.000000,4.61,6.0,5.61
06/18/2018 23:10:56.000000,5.24,6.0,5.76
06/18/2018 23:13:37.000000,6.29,7.98,7.5
06/18/2018 23:17:36.000000,4.0,5.64,5.21
06/18/2018 23:20:17.000000,4.24,5.9,5.59
06/18/2018 23:22:56.000000,3.46,4.24,4.24
06/18/2018 23:25:36.000000,2.93,3.85,3.76
06/18/2018 23:29:37.000000,4.27,5.49,5.49
06/18/2018 23:32:16.000000,4.32,5.57,5.45
06/18/2018 23:34:57.000000,4.03,5.32,5.24
06/18/2018 23:37:36.000000,4.1,4.98,4.81
06/18/2018 23:41:37.000000,3.88,4.95,4.77
06/18/2018 23:44:16.000000,3.93,5.5,5.05
06/18/2018 23:46:57.000000,4.43,6.12,5.7
06/18/2018 23:49:36.000000,7.05,8.51,8.27
06/18/2018 23:53:37.000000,14.23,18.93,18.23
06/18/2018 23:56:17.000000,12.5,17.67,16.95
06/18/2018 23:58:56.000000,13.1,18.31,17.93
06/19/2018 00:01:37.000000,13.38,18.18,17.05
06/19/2018 00:05:36.000000,11.48,15.0,14.63
06/19/2018 12:55:36.000000,0.86,1.48,1.48
06/19/2018 12:59:36.000000,0.39,1.12,0.9
06/19/2018 13:02:16.000000,0.46,1.34,1.2
06/19/2018 13:04:56.000000,1.0,1.8,1.51
06/19/2018 13:07:36.000000,1.38,2.12,1.62
06/19/2018 13:11:36.000000,0.76,1.88,1.81
06/19/2018 13:14:16.000000,0.86,1.5,1.5
06/19/2018 13:16:56.000000,0.37,1.25,0.93
06/19/2018 13:19:36.000000,0.45,0.95,0.71
06/19/2018 13:23:36.000000,1.41,1.73,1.73
06/19/2018 13:26:17.000000,0.76,1.43,1.29
06/19/2018 13:28:56.000000,0.9,1.78,1.68
06/19/2018 13:31:36.000000,0.82,1.6,1.45
06/19/2018 13:35:36.000000,0.63,1.0,1.0
06/19/2018 13:38:16.000000,1.9,2.86,2.38
06/19/2018 13:40:56.000000,1.63,2.65,2.44
06/19/2018 13:43:36.000000,1.71,2.33,2.12
06/19/2018 13:47:36.000000,0.51,1.33,1.12
06/19/2018 13:50:17.000000,1.29,1.83,1.8
06/19/2018 13:52:56.000000,1.41,2.27,1.78
06/19/2018 13:55:36.000000,0.88,1.61,1.61
06/19/2018 13:59:36.000000,1.05,1.9,1.64
06/19/2018 14:02:16.000000,0.93,1.74,1.57
06/19/2018 14:04:56.000000,0.29,0.69,0.69
06/19/2018 14:07:36.000000,1.64,2.38,1.93
06/19/2018 14:11:36.000000,1.37,2.05,1.76
06/19/2018 14:14:16.000000,1.02,2.22,1.95
06/19/2018 14:16:57.000000,1.2,1.85,1.76
06/19/2018 14:19:36.000000,1.55,2.57,2.14
06/19/2018 14:23:36.000000,1.69,3.12,2.26
06/19/2018 14:26:16.000000,1.69,2.88,2.48
06/19/2018 14:28:56.000000,1.9,2.39,2.39
06/19/2018 14:31:36.000000,1.05,1.78,1.78
06/19/2018 14:35:36.000000,3.6,6.0,5.28
06/19/2018 14:38:17.000000,1.61,2.85,2.39
06/19/2018 14:40:56.000000,2.29,3.02,2.81
06/19/2018 14:43:36.000000,2.6,3.65,3.5
06/19/2018 14:47:36.000000,2.12,4.2,3.27
06/19/2018 14:50:16.000000,2.85,4.24,3.8
06/19/2018 14:52:56.000000,2.85,4.76,4.15
06/19/2018 14:55:36.000000,2.49,3.27,3.12
