InstrumentName, I-25 Globeville,,,,
09/22/2020 07:24:00.000000,28.366667,14.575556,36.698242,157.266457,2.7243649999999997
09/22/2020 07:25:00.000000,27.52,15.1975,36.830536,155.059015,2.780078
09/22/2020 07:26:00.000000,28.55,15.519048,36.945282,145.930509,3.079834
09/22/2020 07:27:00.000000,40.016667,15.734177,36.962067,140.260122,3.747363
09/22/2020 07:28:00.000000,50.45,16.882759,36.870667,140.875752,4.160254
09/22/2020 07:29:00.000000,52.633333,18.108235,36.620575,149.958753,3.312939
09/22/2020 07:30:00.000000,52.7,15.5125,36.513,184.263811,2.824512
09/22/2020 07:31:00.000000,52.116667,15.698889,36.169372,197.080213,2.401367
09/22/2020 07:32:00.000000,51.0,16.975,35.842529,224.997924,2.206543
09/22/2020 07:33:00.000000,49.55,16.11519,35.60907,243.194173,1.05708
09/22/2020 07:34:00.000000,43.7,17.666667,35.516602,209.102042,1.022559
09/22/2020 07:35:00.000000,44.533333,17.489888,35.299622,200.476157,1.716748
09/22/2020 07:36:00.000000,46.4,16.629487,35.088287,192.156137,2.7527340000000002
09/22/2020 07:37:00.000000,48.95,18.146341,34.897858,190.224259,3.357373
09/22/2020 07:38:00.000000,48.0,17.67907,35.072876,177.917477,2.9236329999999997
09/22/2020 07:39:00.000000,47.383333,17.27,35.389343,180.523746,3.015576
09/22/2020 07:40:00.000000,46.766667,15.250575,35.794312,175.003492,2.835107
09/22/2020 07:41:00.000000,54.6,15.980723,36.209656,167.04559,3.038818
09/22/2020 07:42:00.000000,48.916667,17.659551,36.562439,170.297652,3.435645
09/22/2020 07:43:00.000000,49.54,16.434831,36.818176,174.572371,3.167334
09/22/2020 07:44:00.000000,49.533333,17.192045,36.921021,186.224193,3.142725
09/22/2020 07:45:00.000000,49.116667,18.7,37.014557,190.812713,2.735986
09/22/2020 07:46:00.000000,48.533333,17.625556,37.018982,195.316687,2.510742
09/22/2020 07:47:00.000000,47.92,17.121348,36.333099,205.954627,3.028223
09/22/2020 07:48:00.000000,47.25,19.225287,35.758453,229.604376,2.478271
09/22/2020 07:49:00.000000,45.966667,,,,
09/22/2020 07:50:00.000000,44.9,17.935556,35.208679,288.555567,2.509375
09/22/2020 07:51:00.000000,44.116667,19.448276,34.80188,284.925825,2.4225589999999997
09/22/2020 07:52:00.000000,42.783333,14.133333,34.132935,275.718226,2.488525
09/22/2020 07:53:00.000000,40.533333,14.001124,34.034668,275.689187,1.854492
09/22/2020 07:54:00.000000,38.866667,15.017778,33.830811,250.755342,1.771094
09/22/2020 07:55:00.000000,37.666667,14.002326,33.814026,250.277834,1.024609
09/22/2020 07:56:00.000000,36.2,13.765116,33.819214,297.651439,1.023926
09/22/2020 07:57:00.000000,34.8,13.433333,33.945251,298.010199,1.024609
09/22/2020 07:58:00.000000,33.8,13.323529,34.021088,338.409444,1.02666
09/22/2020 07:59:00.000000,34.083333,14.41,34.030243,325.262358,1.021875
09/22/2020 08:00:00.000000,35.116667,14.931111,34.115387,277.220598,1.025977
09/22/2020 08:01:00.000000,35.816667,15.081818,34.233032,308.551502,1.025293
09/22/2020 08:02:00.000000,37.05,15.960465,34.054352,315.427334,1.023926
09/22/2020 08:03:00.000000,38.6,15.187778,33.906952,309.821796,2.632764
09/22/2020 08:04:00.000000,41.633333,13.02093,33.704315,310.328011,3.981494
09/22/2020 08:05:00.000000,47.65,13.878481,33.808228,300.086906,4.43916
09/22/2020 08:06:00.000000,47.533333,13.752273,33.753754,299.222292,4.498291
09/22/2020 08:07:00.000000,46.85,14.847778,33.843628,296.789054,4.69209
09/22/2020 08:08:00.000000,46.266667,15.491011,33.983093,299.277401,4.681494
09/22/2020 08:09:00.000000,45.966667,14.85618,34.220825,300.058001,4.781299000000001
09/22/2020 08:10:00.000000,45.816667,14.009302,34.402252,295.459449,5.086523
09/22/2020 08:11:00.000000,45.6,13.235443,34.79303,287.369891,5.045166
09/22/2020 08:12:00.000000,45.05,14.101124,35.095154,291.337286,4.371484000000001
09/22/2020 08:13:00.000000,44.533333,14.251685,35.301605,295.222685,3.859473
09/22/2020 08:14:00.000000,44.75,12.519512,35.478149,286.726618,3.709424
09/22/2020 08:15:00.000000,45.7,14.923333,35.715881,276.375432,3.218945
09/22/2020 08:16:00.000000,46.433333,20.64,35.888,283.473142,2.920898
09/22/2020 08:17:00.000000,45.8,24.008889,35.954529,280.194862,2.2150879999999997
09/22/2020 08:18:00.000000,45.7,16.162921,36.012665,278.565921,1.464844
09/22/2020 08:19:00.000000,47.433333,17.418889,36.034027,215.787445,2.894238
09/22/2020 08:20:00.000000,47.083333,15.095238,36.164795,215.068224,2.377783
09/22/2020 08:21:00.000000,45.9,15.323595,36.36499,214.15996,3.511523
09/22/2020 08:22:00.000000,44.283333,14.22,36.645294,230.410179,3.244922
09/22/2020 08:23:00.000000,45.0,16.433333,36.875702,222.948937,3.551172
09/22/2020 08:24:00.000000,45.533333,16.861628,36.939789,225.62861,3.632178
09/22/2020 08:25:00.000000,46.05,14.977907,36.715637,231.924821,4.215967
09/22/2020 08:26:00.000000,46.15,16.509091,36.922241,231.526578,4.260400000000001
09/22/2020 08:27:00.000000,46.566667,13.706579,36.861359,241.620088,4.636035
09/22/2020 08:28:00.000000,46.233333,14.631818,36.87677,245.210316,3.976025
09/22/2020 08:29:00.000000,44.483333,16.053488,37.087952,244.059216,3.253467
09/22/2020 08:30:00.000000,43.316667,12.29,37.276703,239.583663,3.426758
09/22/2020 08:31:00.000000,34.4,11.729762,37.387787,239.355674,3.305762
09/22/2020 08:32:00.000000,31.65,12.857647,37.532593,237.863587,2.768799
09/22/2020 08:33:00.000000,30.366667,14.663855,37.692505,238.022725,2.927051
09/22/2020 08:34:00.000000,30.45,14.026966,37.86615,230.340759,3.260303
09/22/2020 08:35:00.000000,31.15,12.586517,37.987762,220.059665,3.329004
09/22/2020 08:36:00.000000,31.083333,14.060241,38.090912,214.137121,3.026514
09/22/2020 08:37:00.000000,30.72,17.837778,37.998444,205.151321,2.764697
09/22/2020 08:38:00.000000,30.366667,16.641667,37.980896,214.73552,2.2738769999999997
09/22/2020 08:39:00.000000,30.1,13.356977,37.886749,192.19524,3.774365
09/22/2020 08:40:00.000000,39.42,13.527778,37.789551,225.898624,2.75752
09/22/2020 08:41:00.000000,31.533333,13.163855,37.807709,226.243044,2.880566
09/22/2020 08:42:00.000000,36.75,13.234831,37.949005,231.389785,3.314307
09/22/2020 08:43:00.000000,35.333333,13.533708,38.048035,225.133557,3.141016
09/22/2020 08:44:00.000000,33.15,14.22,38.070618,222.196995,3.566553
09/22/2020 08:45:00.000000,31.283333,15.271264,38.030029,218.190544,3.692676
09/22/2020 08:46:00.000000,29.35,13.848837,38.021484,216.127441,3.582959
09/22/2020 08:47:00.000000,29.166667,12.952273,38.047272,215.924117,3.403174
09/22/2020 08:48:00.000000,43.266667,15.14557,38.240295,193.173165,3.674902
09/22/2020 08:49:00.000000,35.7,,,,
09/22/2020 08:50:00.000000,38.65,13.517241,38.478943,181.128151,3.337549
09/22/2020 08:51:00.000000,38.22,12.849425,38.595215,187.543581,3.14751
09/22/2020 08:52:00.000000,37.333333,14.084091,38.794495,188.84882,3.810596
09/22/2020 08:53:00.000000,36.533333,15.562651,38.482147,192.024508,4.143506
09/22/2020 08:54:00.000000,35.533333,15.439759,38.322083,199.295098,3.244922
09/22/2020 08:55:00.000000,34.716667,15.652941,38.473145,201.625112,3.243555
09/22/2020 08:56:00.000000,38.3,15.266667,38.272339,213.499279,3.14751
09/22/2020 08:57:00.000000,39.283333,13.327778,37.885681,239.651856,2.773584
09/22/2020 08:58:00.000000,26.433333,13.889773,37.970825,233.203528,3.162549
09/22/2020 08:59:00.000000,34.25,14.933708,37.91803,224.489816,2.689844
09/22/2020 09:00:00.000000,23.98,14.231461,38.170715,246.274602,2.88125
09/22/2020 09:01:00.000000,33.15,14.703448,38.236786,243.917007,3.134521
09/22/2020 09:02:00.000000,29.05,13.488372,38.327271,234.563384,3.4271
09/22/2020 09:03:00.000000,23.56,14.095506,38.256012,239.741657,3.650635
09/22/2020 09:04:00.000000,25.633333,13.093333,38.206573,231.077344,4.1219730000000006
09/22/2020 09:05:00.000000,15.733333,12.634091,38.213135,237.946259,4.008838
09/22/2020 09:06:00.000000,24.166667,12.155556,38.300873,233.493427,4.356445
09/22/2020 09:07:00.000000,17.383333,11.6,38.514343,232.756705,4.449756
09/22/2020 09:08:00.000000,15.8,12.874444,38.73941,245.481595,4.5334959999999995
09/22/2020 09:09:00.000000,16.083333,,,,
09/22/2020 09:10:00.000000,16.225,12.524444,39.086853,251.027018,3.481104
09/22/2020 09:11:00.000000,20.5,12.252326,39.189697,251.18709,3.39292
09/22/2020 09:12:00.000000,25.25,13.14881,39.161011,238.857062,3.211426
09/22/2020 09:13:00.000000,21.133333,14.447778,39.249054,218.581917,2.066748
09/22/2020 09:14:00.000000,35.4,14.805682,39.368683,211.019354,2.0770020000000002
09/22/2020 09:15:00.000000,29.683333,14.243529,39.438416,207.111996,1.822363
09/22/2020 09:16:00.000000,25.84,15.557955,39.54599,205.91966,2.559961
09/22/2020 09:17:00.000000,26.516667,16.580233,39.604736,216.629819,3.652686
09/22/2020 09:18:00.000000,26.516667,15.315556,39.554688,234.278667,2.590381
09/22/2020 09:19:00.000000,26.733333,13.368966,39.635254,220.686495,2.6043950000000002
09/22/2020 09:20:00.000000,30.283333,14.790123,39.683624,207.840417,2.7701659999999997
09/22/2020 09:21:00.000000,23.666667,13.086667,39.759155,221.256636,1.651465
09/22/2020 09:22:00.000000,23.5,13.333333,39.817902,249.159332,1.025293
09/22/2020 09:23:00.000000,23.8,14.673864,39.857269,262.716698,1.025293
09/22/2020 09:24:00.000000,31.966667,14.723595,39.970032,239.587296,1.022559
09/22/2020 09:25:00.000000,34.9,16.882955,40.0242,256.81139099999996,1.023926
09/22/2020 09:26:00.000000,29.766667,15.4,40.198456,232.956506,1.023926
09/22/2020 09:27:00.000000,29.98,13.437778,40.312439,237.318245,1.024609
09/22/2020 09:28:00.000000,29.866667,13.252222,40.387817,265.314287,1.200977
09/22/2020 09:29:00.000000,39.08,12.951111,40.490967,263.973704,2.290283
09/22/2020 09:30:00.000000,29.216667,14.034831,40.629364,248.232321,3.179639
09/22/2020 09:31:00.000000,29.4,13.755556,40.689636,244.01,3.343018
09/22/2020 09:32:00.000000,39.216667,12.965168,40.844666,235.844659,3.868359
09/22/2020 09:33:00.000000,33.1,12.461905,40.975128,230.805359,3.908691
09/22/2020 09:34:00.000000,32.966667,12.451111,41.096436,235.166909,3.875537
09/22/2020 09:35:00.000000,32.833333,13.702326,41.465851,220.78287,5.264258
09/22/2020 09:36:00.000000,32.383333,13.147619,41.758667,227.287754,4.598096
09/22/2020 09:37:00.000000,31.92,11.561798,41.879517,227.718957,4.607324
09/22/2020 09:38:00.000000,31.083333,13.633333,42.022797,225.854677,4.2313480000000006
09/22/2020 09:39:00.000000,31.583333,14.882022,42.071777,229.848837,3.994824
09/22/2020 09:40:00.000000,34.55,14.444444,42.11084,220.026639,4.718066
09/22/2020 09:41:00.000000,31.8,13.963333,42.144409,223.148102,4.495898
09/22/2020 09:42:00.000000,30.383333,12.661111,42.215515,213.259481,4.4453130000000005
09/22/2020 09:43:00.000000,30.25,14.127778,42.303406,209.194344,4.474707
09/22/2020 09:44:00.000000,30.64,14.006667,42.28006,227.232878,3.67627
09/22/2020 09:45:00.000000,31.6,14.021111,42.341247,223.1967,3.63833
09/22/2020 09:46:00.000000,32.283333,13.231034,42.473999,222.821982,4.186914
09/22/2020 09:47:00.000000,32.42,15.151163,42.487122,219.679337,4.158545
09/22/2020 09:48:00.000000,40.183333,17.471111,42.598511,229.082364,3.74873
09/22/2020 09:49:00.000000,40.116667,,42.5242,219.128942,4.246387
09/22/2020 09:50:00.000000,38.466667,15.343333,42.560516,222.796408,4.063184
09/22/2020 09:51:00.000000,38.633333,12.504651,42.687317,233.115918,3.433936
09/22/2020 09:52:00.000000,38.08,14.789655,42.585693,225.727324,3.359766
09/22/2020 09:53:00.000000,36.65,16.025556,42.526642,222.863792,3.340283
09/22/2020 09:54:00.000000,35.96,14.22,42.500397,220.038762,3.860156
09/22/2020 09:55:00.000000,37.24,15.089655,42.558228,212.798661,4.42207
09/22/2020 09:56:00.000000,37.06,15.43,42.513519,213.379023,4.997313999999999
09/22/2020 09:57:00.000000,38.92,16.58,42.398621,198.055056,4.410107
09/22/2020 09:58:00.000000,37.32,15.503333,42.383667,199.631941,4.8041990000000006
09/22/2020 09:59:00.000000,33.266667,14.75814,42.424103,199.55085,4.937842
09/22/2020 10:00:00.000000,38.62,13.182222,42.23642,199.554475,5.333643
09/22/2020 10:01:00.000000,46.633333,14.381818,41.959821,209.124941,3.92513
09/22/2020 10:02:00.000000,35.66,14.314444,41.229797,208.663423,4.53418
09/22/2020 10:03:00.000000,26.05,12.833333,40.999084,212.675731,4.521533
09/22/2020 10:04:00.000000,23.966667,12.363529,40.645538,211.404976,5.159326
09/22/2020 10:05:00.000000,27.183333,13.21,40.386292,210.39793,5.828906
09/22/2020 10:06:00.000000,29.35,13.663636,39.793488,200.095217,7.549854
09/22/2020 10:07:00.000000,22.816667,13.254118,40.014435,191.466026,7.033398
09/22/2020 10:08:00.000000,23.583333,13.068889,39.99231,194.279094,6.642041
09/22/2020 10:09:00.000000,25.566667,,40.219666,201.221064,7.065527
09/22/2020 10:10:00.000000,26.78,15.956667,40.610901,201.854082,6.686133
09/22/2020 10:11:00.000000,27.82,13.292593,40.863739,203.864567,6.526514
09/22/2020 10:12:00.000000,28.7,12.844706,40.88205,197.404962,6.220947
09/22/2020 10:13:00.000000,30.8,13.507143,40.511871,201.17099,6.257861
09/22/2020 10:14:00.000000,32.75,14.564286,40.25766,201.613054,6.962646
09/22/2020 10:15:00.000000,23.32,12.55618,40.371643,204.527942,6.355957
09/22/2020 10:16:00.000000,22.683333,12.347619,40.510651,209.844106,5.908203
09/22/2020 10:17:00.000000,23.166667,13.175556,40.486542,210.741996,6.029541
09/22/2020 10:18:00.000000,23.166667,13.5,40.545288,209.440676,5.956396
09/22/2020 10:19:00.000000,29.816667,13.429545,40.658813,209.081189,6.179932
09/22/2020 10:20:00.000000,43.433333,13.204444,40.640656,222.957529,5.044482
09/22/2020 10:21:00.000000,32.55,12.774444,40.713898,219.455248,5.207861
09/22/2020 10:22:00.000000,27.6,14.798824,40.482269,218.512054,5.17915
09/22/2020 10:23:00.000000,22.9,15.756627,40.457855,225.131981,4.847265999999999
09/22/2020 10:24:00.000000,29.45,17.085555,40.436188,219.74238,5.73252
09/22/2020 10:25:00.000000,24.15,12.437778,40.700622,220.725451,6.066113
09/22/2020 10:26:00.000000,21.183333,12.297561,40.889221,221.613597,5.786865
09/22/2020 10:27:00.000000,21.1,12.416279,40.894714,217.918731,6.338867
09/22/2020 10:28:00.000000,25.466667,13.166667,41.058899,221.544679,4.805225
09/22/2020 10:29:00.000000,27.083333,,,,
09/22/2020 10:30:00.000000,26.133333,14.665909,41.22934,222.030407,3.735742
09/22/2020 10:31:00.000000,28.9,13.132941,41.294037,225.421401,4.129834
09/22/2020 10:32:00.000000,26.983333,13.41236,41.053253,221.383725,3.530664
09/22/2020 10:33:00.000000,28.416667,15.152222,40.833374,222.991153,3.629102
09/22/2020 10:34:00.000000,31.15,13.817778,40.777985,228.674229,3.87417
09/22/2020 10:35:00.000000,34.033333,12.727778,40.744873,224.992333,3.444189
09/22/2020 10:36:00.000000,26.55,12.666667,40.492798,203.098574,3.93877
09/22/2020 10:37:00.000000,25.9,13.682222,40.440765,210.170777,3.353271
09/22/2020 10:38:00.000000,25.633333,13.807778,40.325104,206.760951,2.952686
09/22/2020 10:39:00.000000,25.65,13.176744,40.184418,218.663123,4.046094
09/22/2020 10:40:00.000000,26.283333,13.847619,40.043274,218.137901,3.437012
09/22/2020 10:41:00.000000,24.35,13.086207,39.967896,231.094521,2.353516
09/22/2020 10:42:00.000000,27.8,15.560674,39.825989,229.405669,4.033105
09/22/2020 10:43:00.000000,25.966667,13.92,39.786316,252.948451,2.7462400000000002
09/22/2020 10:44:00.000000,22.966667,12.982353,39.746338,248.473931,3.703613
09/22/2020 10:45:00.000000,22.983333,14.057955,39.731689,239.557338,4.21665
09/22/2020 10:46:00.000000,24.216667,14.6,39.76358,252.522647,3.645166
09/22/2020 10:47:00.000000,24.05,12.667816,39.760376,239.076417,3.431201
09/22/2020 10:48:00.000000,30.416667,12.739326,39.773804,228.678676,3.4271
09/22/2020 10:49:00.000000,29.816667,,,,
09/22/2020 10:50:00.000000,29.15,13.661798,39.841095,239.366882,2.447168
09/22/2020 10:51:00.000000,28.65,12.486517,39.725281,207.932761,3.228857
09/22/2020 10:52:00.000000,28.85,12.9,39.6763,213.212324,3.39873
09/22/2020 10:53:00.000000,33.466667,15.949438,39.605194,204.537553,3.425049
09/22/2020 10:54:00.000000,36.733333,15.990909,39.556213,195.349299,3.734375
09/22/2020 10:55:00.000000,29.166667,13.063636,39.575134,210.353578,3.516309
09/22/2020 10:56:00.000000,29.533333,15.598876,39.540039,208.886588,3.471533
09/22/2020 10:57:00.000000,28.416667,17.275,39.70285,230.237766,3.126318
09/22/2020 10:58:00.000000,39.816667,18.496629,39.829956,240.795978,2.719238
09/22/2020 10:59:00.000000,29.633333,13.531395,40.048767,227.376164,2.365137
09/22/2020 11:00:00.000000,24.5,13.767778,40.164429,206.508902,2.599951
09/22/2020 11:01:00.000000,31.083333,14.817857,40.288025,213.731176,3.486572
09/22/2020 11:02:00.000000,36.366667,12.430337,40.383697,209.360334,2.482715
09/22/2020 11:03:00.000000,33.7,13.592771,40.479065,202.615055,2.874072
09/22/2020 11:04:00.000000,38.583333,15.572368,40.613953,202.488556,3.259619
09/22/2020 11:05:00.000000,31.68,14.844578,40.733124,204.437678,2.326514
09/22/2020 11:06:00.000000,30.5,14.342045,40.962158,237.004626,2.516895
09/22/2020 11:07:00.000000,32.433333,12.905682,41.108337,211.222227,3.387451
09/22/2020 11:08:00.000000,34.933333,13.871605,41.080414,205.671747,3.629443
09/22/2020 11:09:00.000000,32.25,,41.067444,221.338405,2.86792
09/22/2020 11:10:00.000000,36.8,13.818391,41.172424,218.359411,2.846387
09/22/2020 11:11:00.000000,40.833333,14.483721,41.279694,238.919888,1.751611
09/22/2020 11:12:00.000000,40.85,14.389655,41.383759,258.748,2.725732
09/22/2020 11:13:00.000000,50.333333,16.734524,41.562897,245.151864,2.866895
09/22/2020 11:14:00.000000,54.833333,17.83253,41.755005,258.299823,2.021289
09/22/2020 11:15:00.000000,44.416667,13.858139,41.96756,245.640613,2.372998
09/22/2020 11:16:00.000000,44.783333,14.380723,42.257782,236.911978,2.894922
09/22/2020 11:17:00.000000,42.66,14.540449,42.542969,234.703347,2.8457030000000003
09/22/2020 11:18:00.000000,51.2,15.496629,42.712799,239.909455,3.4271
09/22/2020 11:19:00.000000,41.516667,15.338372,42.859741,238.712395,2.766064
09/22/2020 11:20:00.000000,44.95,15.273563,42.959534,225.175615,2.3398440000000003
09/22/2020 11:21:00.000000,44.866667,13.885057,42.852264,238.70776,2.0534179999999997
09/22/2020 11:22:00.000000,44.283333,14.467416,42.749115,236.314448,2.073926
09/22/2020 11:23:00.000000,44.04,14.806667,42.817627,247.141481,2.640283
09/22/2020 11:24:00.000000,43.333333,15.2,42.790924,253.840221,3.488965
09/22/2020 11:25:00.000000,43.26,14.694382,42.737518,244.102245,2.397949
09/22/2020 11:26:00.000000,43.12,13.355556,42.672363,261.235563,2.239697
09/22/2020 11:27:00.000000,43.133333,16.078652,42.627045,248.793676,2.670703
09/22/2020 11:28:00.000000,43.36,19.3,42.42334,259.868825,2.451953
09/22/2020 11:29:00.000000,43.216667,14.898851,42.181946,248.800134,2.269092
09/22/2020 11:30:00.000000,43.65,17.087356,42.379242,251.352282,2.277979
09/22/2020 11:31:00.000000,43.44,18.783529,42.065369,232.90329,2.0045409999999997
09/22/2020 11:32:00.000000,48.783333,15.883951,41.386658,228.178491,2.776318
09/22/2020 11:33:00.000000,41.0,14.6,40.95697,212.71522,3.87417
09/22/2020 11:34:00.000000,47.333333,14.358889,40.131927,214.255042,3.682764
09/22/2020 11:35:00.000000,42.9,17.585555,39.66684,207.726668,4.875635
09/22/2020 11:36:00.000000,37.82,21.814815,39.409119,223.246461,4.285693
09/22/2020 11:37:00.000000,31.266667,14.752222,39.282318,232.90099,3.734375
09/22/2020 11:38:00.000000,33.76,14.451111,39.060608,231.270217,5.028076
09/22/2020 11:39:00.000000,34.266667,15.362222,39.09845,228.526151,4.590576
09/22/2020 11:40:00.000000,33.7,14.661798,39.252258,229.329827,3.791797
09/22/2020 11:41:00.000000,33.32,13.521348,39.323975,217.241817,5.308008
09/22/2020 11:42:00.000000,33.02,13.731461,39.448029,221.645896,4.3489260000000005
09/22/2020 11:43:00.000000,32.966667,14.238889,39.582916,227.06854,4.292529
09/22/2020 11:44:00.000000,33.3,13.476404,39.649139,218.929958,4.382422
09/22/2020 11:45:00.000000,33.7,16.470588,39.729858,229.589055,4.263135
09/22/2020 11:46:00.000000,34.483333,16.852381,39.71582,217.780644,4.983301
09/22/2020 11:47:00.000000,35.883333,12.882222,39.764648,209.957937,5.71167
09/22/2020 11:48:00.000000,36.7,13.535366,39.815308,211.38014,4.216309
09/22/2020 11:49:00.000000,42.15,,,,
09/22/2020 11:50:00.000000,38.5,12.848315,39.892975,219.45186,4.835986
09/22/2020 11:51:00.000000,49.8,13.2,40.000549,216.199339,4.238184
09/22/2020 11:52:00.000000,41.616667,12.811765,39.994751,222.64713,3.675586
09/22/2020 11:53:00.000000,48.96,13.975281,40.325714,237.580674,4.352344
09/22/2020 11:54:00.000000,39.3,14.594382,40.519806,245.733228,3.728564
09/22/2020 11:55:00.000000,42.0,16.776404,40.612427,226.644547,3.526563
09/22/2020 11:56:00.000000,42.48,22.018391,40.729462,222.965512,4.660303
09/22/2020 11:57:00.000000,39.88,17.241111,40.874573,242.419796,3.894336
09/22/2020 11:58:00.000000,38.716667,16.924719,40.827881,228.086114,4.527686
09/22/2020 11:59:00.000000,41.46,14.573333,40.89151,229.780675,3.896729
09/22/2020 12:00:00.000000,37.066667,13.172222,40.815521,230.736685,4.316797
09/22/2020 12:01:00.000000,42.0,13.396667,40.899445,238.930385,3.973291
09/22/2020 12:02:00.000000,33.84,14.543333,41.02594,233.070078,3.63252
09/22/2020 12:03:00.000000,41.02,17.237778,40.996185,235.400041,4.324316
09/22/2020 12:04:00.000000,41.16,16.845556,40.828949,236.640758,3.804785
09/22/2020 12:05:00.000000,34.18,15.083333,40.949036,240.358836,3.281836
09/22/2020 12:06:00.000000,42.74,17.1,41.148163,237.598657,4.201611
09/22/2020 12:07:00.000000,38.96,19.287209,41.256653,240.890494,3.984912
09/22/2020 12:08:00.000000,36.825,12.770455,41.435181,240.998925,4.186572
09/22/2020 12:09:00.000000,36.8,,41.550537,258.254951,4.616211
09/22/2020 12:10:00.000000,29.08,15.094382,41.688782,244.932658,4.023535
09/22/2020 12:11:00.000000,41.52,13.993103,41.799255,237.233693,4.339014000000001
09/22/2020 12:12:00.000000,38.52,13.896552,41.739288,240.657141,3.541943
09/22/2020 12:13:00.000000,46.48,14.644872,41.720062,239.417807,4.229639000000001
09/22/2020 12:14:00.000000,43.38,15.833708,41.528412,231.656988,4.437450999999999
09/22/2020 12:15:00.000000,43.22,15.417778,41.526123,235.094013,4.622705
09/22/2020 12:16:00.000000,42.7,13.88,41.378876,227.814614,4.060449
09/22/2020 12:17:00.000000,41.866667,13.698889,41.256042,241.55782,4.463428
09/22/2020 12:18:00.000000,41.42,15.083333,41.060883,227.889096,3.837256
09/22/2020 12:19:00.000000,40.94,14.306667,40.973145,213.290712,3.82666
09/22/2020 12:20:00.000000,41.183333,14.666292,40.992065,221.623089,3.433594
09/22/2020 12:21:00.000000,44.22,14.373171,40.776917,206.632774,4.453174000000001
09/22/2020 12:22:00.000000,52.84,15.985393,40.102478,203.344141,5.663477
09/22/2020 12:23:00.000000,42.82,18.218889,39.995514,212.794224,4.561523
09/22/2020 12:24:00.000000,53.35,15.4,39.455048,197.94729,4.703711
09/22/2020 12:25:00.000000,63.4,15.675294,38.727509,202.246489,6.005273
09/22/2020 12:26:00.000000,39.6,18.435556,38.419434,209.094542,5.355176
09/22/2020 12:27:00.000000,42.96,20.02,38.153625,203.76935,5.539404
09/22/2020 12:28:00.000000,47.3,14.210256,38.418213,224.356845,4.272363
09/22/2020 12:29:00.000000,58.233333,,,,
09/22/2020 12:30:00.000000,39.26,15.241111,38.11853,215.383172,6.900098
09/22/2020 12:31:00.000000,50.633333,15.045556,37.858978,200.948607,6.314941
09/22/2020 12:32:00.000000,48.88,14.157143,37.847992,208.164544,6.47627
09/22/2020 12:33:00.000000,44.133333,14.446429,37.864929,204.606904,6.319385
09/22/2020 12:34:00.000000,40.08,15.325556,37.847839,221.627378,5.358252
09/22/2020 12:35:00.000000,46.666667,16.94,37.870117,205.22556,7.107227
09/22/2020 12:36:00.000000,41.516667,14.054444,38.145996,205.154338,6.947607
09/22/2020 12:37:00.000000,41.28,15.404494,38.329102,204.010934,7.005713
09/22/2020 12:38:00.000000,41.583333,15.007865,38.448883,204.920261,7.481494
09/22/2020 12:39:00.000000,41.783333,15.932222,38.510834,205.722176,7.027246
09/22/2020 12:40:00.000000,41.983333,19.386667,38.502289,204.520113,8.288477
09/22/2020 12:41:00.000000,42.333333,18.672941,38.803497,195.783777,8.487744
09/22/2020 12:42:00.000000,45.18,19.454444,39.068848,201.059704,7.3875
