"","model_name","EVAL_SITE","CORR_SITE","COR","RMSE","BIAS"
"709","La Casa State Site National Jewish Health State Site rft pm10","La Casa State Site.csv","National Jewish Health State Site rft pm10",0.962216017579824,2.00563769430484,-0.259575302887974
"710","Swansea GRIMM National Jewish Health State Site rft pm10","Swansea GRIMM.csv","National Jewish Health State Site rft pm10",0.785014839400945,4.5283126623498,-0.365653436590343
"711","CAMP State Site National Jewish Health State Site rft smoke","CAMP State Site.csv","National Jewish Health State Site rft smoke",0.681679953625457,5.7213107386467,1.66212946446117
"712","I-25 Denver State Site National Jewish Health State Site rft smoke","I-25 Denver State Site.csv","National Jewish Health State Site rft smoke",0.816250513831395,4.09439046755647,-1.04858540016132
"713","I-25 Globeville State Site National Jewish Health State Site rft smoke","I-25 Globeville State Site.csv","National Jewish Health State Site rft smoke",0.812131545551679,4.88642934616934,0.835335897158914
"714","La Casa State Site National Jewish Health State Site rft smoke","La Casa State Site.csv","National Jewish Health State Site rft smoke",0.962933935852128,1.97615396563713,-0.138995114075553
"715","Swansea GRIMM National Jewish Health State Site rft smoke","Swansea GRIMM.csv","National Jewish Health State Site rft smoke",0.782551191994194,4.54776312124617,-0.222954537569153
"716","CAMP State Site Swansea GRIMM lm age","CAMP State Site.csv","Swansea GRIMM lm age",0.663736368851678,5.72260906605115,1.87803489467222
"717","I-25 Denver State Site Swansea GRIMM lm age","I-25 Denver State Site.csv","Swansea GRIMM lm age",0.810453255581071,3.88467030149276,-0.15863703803175
"718","I-25 Globeville State Site Swansea GRIMM lm age","I-25 Globeville State Site.csv","Swansea GRIMM lm age",0.8213459178471,5.07323937271062,1.93358896163028
"719","La Casa State Site Swansea GRIMM lm age","La Casa State Site.csv","Swansea GRIMM lm age",0.920229778780179,2.952686274165,0.657776105984791
"720","National Jewish Health State Site Swansea GRIMM lm age","National Jewish Health State Site.csv","Swansea GRIMM lm age",0.923532657086772,2.78458887000953,0.601247436680939
"721","CAMP State Site Swansea GRIMM lm all","CAMP State Site.csv","Swansea GRIMM lm all",0.668090328432882,5.68918676044981,1.78820557029323
"722","I-25 Denver State Site Swansea GRIMM lm all","I-25 Denver State Site.csv","Swansea GRIMM lm all",0.811376303935122,3.88262746296847,-0.196493768070036
"723","I-25 Globeville State Site Swansea GRIMM lm all","I-25 Globeville State Site.csv","Swansea GRIMM lm all",0.815301230645402,5.12004614231831,1.89913069828325
"724","La Casa State Site Swansea GRIMM lm all","La Casa State Site.csv","Swansea GRIMM lm all",0.928026497600617,2.80181733960731,0.600592478583394
"725","National Jewish Health State Site Swansea GRIMM lm all","National Jewish Health State Site.csv","Swansea GRIMM lm all",0.927651675665783,2.70015824881955,0.563782827742069
"726","CAMP State Site Swansea GRIMM lm met","CAMP State Site.csv","Swansea GRIMM lm met",0.705419993267807,5.34871910276772,1.69459819339942
"727","I-25 Denver State Site Swansea GRIMM lm met","I-25 Denver State Site.csv","Swansea GRIMM lm met",0.81118852687255,3.98842456234724,-0.957852759846668
"728","I-25 Globeville State Site Swansea GRIMM lm met","I-25 Globeville State Site.csv","Swansea GRIMM lm met",0.836743247908624,4.72468048339688,1.37510714630729
"729","La Casa State Site Swansea GRIMM lm met","La Casa State Site.csv","Swansea GRIMM lm met",0.928639915965933,2.7566505950391,0.277285606423861
"730","National Jewish Health State Site Swansea GRIMM lm met","National Jewish Health State Site.csv","Swansea GRIMM lm met",0.932694674946799,2.60944407624268,0.25552458949717
"731","CAMP State Site Swansea GRIMM lm pm_raw","CAMP State Site.csv","Swansea GRIMM lm pm_raw",0.680680559610097,5.56030094573491,1.83270976370486
"732","I-25 Denver State Site Swansea GRIMM lm pm_raw","I-25 Denver State Site.csv","Swansea GRIMM lm pm_raw",0.807309080635618,3.91486650292237,-0.273534328333426
"733","I-25 Globeville State Site Swansea GRIMM lm pm_raw","I-25 Globeville State Site.csv","Swansea GRIMM lm pm_raw",0.835577819414934,4.66482330170956,1.03449601339489
"734","La Casa State Site Swansea GRIMM lm pm_raw","La Casa State Site.csv","Swansea GRIMM lm pm_raw",0.920725308903908,2.89960097141343,-0.153175058941348
"735","National Jewish Health State Site Swansea GRIMM lm pm_raw","National Jewish Health State Site.csv","Swansea GRIMM lm pm_raw",0.922491017908213,2.77984348185796,0.24354052139225
"736","CAMP State Site Swansea GRIMM lm pm10_all","CAMP State Site.csv","Swansea GRIMM lm pm10_all",0.652547630073096,5.9140782638882,2.06970616244726
"737","I-25 Denver State Site Swansea GRIMM lm pm10_all","I-25 Denver State Site.csv","Swansea GRIMM lm pm10_all",0.812085451012566,3.9162456842657,-0.531259619811972
"738","I-25 Globeville State Site Swansea GRIMM lm pm10_all","I-25 Globeville State Site.csv","Swansea GRIMM lm pm10_all",0.827806424792212,4.78673375013509,1.30493636026355
"739","La Casa State Site Swansea GRIMM lm pm10_all","La Casa State Site.csv","Swansea GRIMM lm pm10_all",0.934432464387907,2.61332958279671,-0.080800211654213
"740","National Jewish Health State Site Swansea GRIMM lm pm10_all","National Jewish Health State Site.csv","Swansea GRIMM lm pm10_all",0.932360675269155,2.55213258866177,0.0488401582666198
"741","CAMP State Site Swansea GRIMM lm pm10","CAMP State Site.csv","Swansea GRIMM lm pm10",0.657820033852901,5.87826672202961,2.19144400030448
"742","I-25 Denver State Site Swansea GRIMM lm pm10","I-25 Denver State Site.csv","Swansea GRIMM lm pm10",0.806687626612757,4.06814576743662,-1.05944057943459
"743","I-25 Globeville State Site Swansea GRIMM lm pm10","I-25 Globeville State Site.csv","Swansea GRIMM lm pm10",0.837703637832363,4.55539928851357,0.794342662191175
"744","La Casa State Site Swansea GRIMM lm pm10","La Casa State Site.csv","Swansea GRIMM lm pm10",0.929898722043448,2.7474364775847,-0.520236591847717
"745","National Jewish Health State Site Swansea GRIMM lm pm10","National Jewish Health State Site.csv","Swansea GRIMM lm pm10",0.930796271621744,2.61034527743244,-0.316341374461539
"746","CAMP State Site Swansea GRIMM lm smoke","CAMP State Site.csv","Swansea GRIMM lm smoke",0.705120686600046,5.3324865040164,1.59938253613833
"747","I-25 Denver State Site Swansea GRIMM lm smoke","I-25 Denver State Site.csv","Swansea GRIMM lm smoke",0.811426646491434,3.99503348947986,-0.975914069591715
"748","I-25 Globeville State Site Swansea GRIMM lm smoke","I-25 Globeville State Site.csv","Swansea GRIMM lm smoke",0.8300245716219,4.78507843113416,1.35350210251003
"749","La Casa State Site Swansea GRIMM lm smoke","La Casa State Site.csv","Swansea GRIMM lm smoke",0.937541845711896,2.57903721945414,0.224733762232269
"750","National Jewish Health State Site Swansea GRIMM lm smoke","National Jewish Health State Site.csv","Swansea GRIMM lm smoke",0.937219764799095,2.51164473628012,0.22404225342587
"751","CAMP State Site Swansea GRIMM rft age","CAMP State Site.csv","Swansea GRIMM rft age",0.647915551322609,5.67357028620966,0.509495527883669
"752","I-25 Denver State Site Swansea GRIMM rft age","I-25 Denver State Site.csv","Swansea GRIMM rft age",0.511298025463352,5.98091354644628,-0.248784910926824
"753","I-25 Globeville State Site Swansea GRIMM rft age","I-25 Globeville State Site.csv","Swansea GRIMM rft age",0.67698207688379,6.3346098988296,1.39994920878346
"754","La Casa State Site Swansea GRIMM rft age","La Casa State Site.csv","Swansea GRIMM rft age",0.873120060022693,3.5820698644602,-0.251333446223549
"755","National Jewish Health State Site Swansea GRIMM rft age","National Jewish Health State Site.csv","Swansea GRIMM rft age",0.834988456335112,3.90242835188429,0.30253175926871
"756","CAMP State Site Swansea GRIMM rft all","CAMP State Site.csv","Swansea GRIMM rft all",0.667942494461619,5.54345401335135,0.466115513646024
"757","I-25 Denver State Site Swansea GRIMM rft all","I-25 Denver State Site.csv","Swansea GRIMM rft all",0.584247920685068,5.53726939362058,-0.279453550033664
"758","I-25 Globeville State Site Swansea GRIMM rft all","I-25 Globeville State Site.csv","Swansea GRIMM rft all",0.683006435091465,6.28124926070644,1.47880398760457
"759","La Casa State Site Swansea GRIMM rft all","La Casa State Site.csv","Swansea GRIMM rft all",0.877983737033425,3.5139550695175,-0.217100754709676
"760","National Jewish Health State Site Swansea GRIMM rft all","National Jewish Health State Site.csv","Swansea GRIMM rft all",0.84522286903279,3.77986441547021,0.31564033406696
"761","CAMP State Site Swansea GRIMM rft met","CAMP State Site.csv","Swansea GRIMM rft met",0.665623837902061,5.69115053807124,1.74249659558241
"762","I-25 Denver State Site Swansea GRIMM rft met","I-25 Denver State Site.csv","Swansea GRIMM rft met",0.787790190361177,4.30530661259504,-0.814247412658488
"763","I-25 Globeville State Site Swansea GRIMM rft met","I-25 Globeville State Site.csv","Swansea GRIMM rft met",0.833637020058584,4.72269582620205,1.23567146034938
"764","La Casa State Site Swansea GRIMM rft met","La Casa State Site.csv","Swansea GRIMM rft met",0.920557242749853,2.88949078744232,0.33110412542868
"765","National Jewish Health State Site Swansea GRIMM rft met","National Jewish Health State Site.csv","Swansea GRIMM rft met",0.916119240057635,2.81781967562313,0.278979147604685
"766","CAMP State Site Swansea GRIMM rft pm10_all","CAMP State Site.csv","Swansea GRIMM rft pm10_all",0.639632577166541,5.84738377314564,0.9109459122962
"767","I-25 Denver State Site Swansea GRIMM rft pm10_all","I-25 Denver State Site.csv","Swansea GRIMM rft pm10_all",0.562056903485245,5.65961608460558,-0.278776183037182
"768","I-25 Globeville State Site Swansea GRIMM rft pm10_all","I-25 Globeville State Site.csv","Swansea GRIMM rft pm10_all",0.70475023628364,6.09255343060155,1.32561341606048
"769","La Casa State Site Swansea GRIMM rft pm10_all","La Casa State Site.csv","Swansea GRIMM rft pm10_all",0.878015665401432,3.53215042305558,-0.277953148267995
"770","National Jewish Health State Site Swansea GRIMM rft pm10_all","National Jewish Health State Site.csv","Swansea GRIMM rft pm10_all",0.846541472818629,3.7739544995475,0.390552910098707
"771","CAMP State Site Swansea GRIMM rft pm10","CAMP State Site.csv","Swansea GRIMM rft pm10",0.637665904056676,5.93871598875071,1.99065417626704
"772","I-25 Denver State Site Swansea GRIMM rft pm10","I-25 Denver State Site.csv","Swansea GRIMM rft pm10",0.804444786155843,4.14790881938733,-0.965740385397325
"773","I-25 Globeville State Site Swansea GRIMM rft pm10","I-25 Globeville State Site.csv","Swansea GRIMM rft pm10",0.835880972707081,4.56338473759865,0.653129278186537
"774","La Casa State Site Swansea GRIMM rft pm10","La Casa State Site.csv","Swansea GRIMM rft pm10",0.917803334884459,2.91042974065923,-0.164567885718691
"775","National Jewish Health State Site Swansea GRIMM rft pm10","National Jewish Health State Site.csv","Swansea GRIMM rft pm10",0.914847090388227,2.81859422855336,-0.0874619779054131
"776","CAMP State Site Swansea GRIMM rft smoke","CAMP State Site.csv","Swansea GRIMM rft smoke",0.683616948005653,5.53786969780313,1.62309098879463
"777","I-25 Denver State Site Swansea GRIMM rft smoke","I-25 Denver State Site.csv","Swansea GRIMM rft smoke",0.788450199908051,4.28095737867618,-0.739500847036164
"778","I-25 Globeville State Site Swansea GRIMM rft smoke","I-25 Globeville State Site.csv","Swansea GRIMM rft smoke",0.826118299265435,4.7969072099491,1.20246462733329
"779","La Casa State Site Swansea GRIMM rft smoke","La Casa State Site.csv","Swansea GRIMM rft smoke",0.92922840747672,2.73498918937295,0.277220120720895
"780","National Jewish Health State Site Swansea GRIMM rft smoke","National Jewish Health State Site.csv","Swansea GRIMM rft smoke",0.919949067982829,2.75456159510812,0.245891666198983
