InstrumentName, Canary-DN-1,,,,,,
StartTime, 2020-11-01 00:00:00,,,,,,
EndTime, 2020-11-30 23:59:59,,,,,,
Date,IH,IT,P,TVOC,TVOC_Cal,WD,WS
11/01/2020 02:38:00.000000,31.39,53.42,851.27,0.244,0.077,125.79,1.25
11/01/2020 02:39:00.000000,31.39,53.42,851.27,0.245,0.078,135.2,0.67
11/01/2020 02:40:01.000000,31.39,53.42,851.27,0.245,0.078,122.06,1.34
11/01/2020 02:41:00.000000,31.39,53.42,851.27,0.245,0.078,128.67,1.27
11/01/2020 02:42:01.000000,31.39,53.42,851.27,0.245,0.078,133.84,0.93
11/01/2020 02:43:01.000000,31.39,53.42,851.27,0.244,0.077,127.3,0.97
11/01/2020 02:44:01.000000,31.39,53.42,851.27,0.245,0.078,141.21,1.19
11/01/2020 02:45:00.000000,31.39,53.42,851.27,0.245,0.078,168.63,1.0
11/01/2020 02:46:03.000000,31.39,53.42,851.27,0.246,0.079,161.13,0.95
11/01/2020 02:47:01.000000,31.39,53.42,851.27,0.246,0.079,172.74,1.46
11/01/2020 02:48:02.000000,31.39,53.42,851.27,0.245,0.078,171.17,1.76
11/01/2020 02:49:02.000000,31.39,53.42,851.27,0.245,0.078,181.9,1.45
11/01/2020 02:50:01.000000,31.39,53.42,851.27,0.245,0.078,172.69,0.38
11/01/2020 02:51:03.000000,31.39,53.42,851.27,0.246,0.079,164.97,0.18
11/01/2020 02:52:01.000000,31.39,53.42,851.27,0.246,0.079,166.17,0.56
11/01/2020 02:53:01.000000,31.39,53.42,851.27,0.245,0.078,161.23,0.62
11/01/2020 02:55:01.000000,31.39,53.42,851.27,0.244,0.077,182.7,0.53
11/01/2020 02:56:01.000000,31.39,53.42,851.27,0.245,0.078,192.04,0.52
11/01/2020 02:57:02.000000,31.39,53.42,851.27,0.244,0.077,197.4,0.62
11/01/2020 02:58:00.000000,31.39,53.42,851.27,0.244,0.077,199.13,0.74
11/01/2020 03:00:03.000000,31.39,53.42,851.27,0.245,0.078,231.05,0.55
11/01/2020 03:01:02.000000,31.39,53.42,851.27,0.245,0.078,230.45,0.66
11/01/2020 03:02:00.000000,31.39,53.42,851.27,0.243,0.075,238.76,0.66
11/01/2020 03:03:05.000000,31.39,53.42,851.27,0.244,0.077,242.45,0.62
11/01/2020 03:04:05.000000,31.39,53.42,851.27,0.242,0.074,240.88,0.54
11/01/2020 03:05:01.000000,31.39,53.42,851.27,0.246,0.079,236.02,0.24
11/01/2020 03:06:00.000000,31.39,53.42,851.27,0.245,0.078,-1.0,-1.0
11/01/2020 03:07:01.000000,31.39,53.42,851.27,0.244,0.077,56.64,0.41
11/01/2020 03:08:01.000000,31.39,53.42,851.27,0.244,0.077,48.95,0.27
11/01/2020 03:09:01.000000,31.39,53.42,851.27,0.244,0.077,344.18,0.09
11/01/2020 03:11:01.000000,31.39,53.42,851.27,0.245,0.078,274.48,0.3
11/01/2020 03:12:02.000000,31.39,53.42,851.27,0.245,0.078,246.13,0.19
11/01/2020 03:13:02.000000,31.39,53.42,851.27,0.245,0.078,243.61,0.09
11/01/2020 03:14:00.000000,31.39,53.42,851.27,0.246,0.079,249.03,0.04
11/01/2020 03:15:01.000000,31.39,53.42,851.27,0.246,0.079,234.3,0.01
11/01/2020 03:16:00.000000,31.39,53.42,851.27,0.243,0.075,235.58,0.16
11/01/2020 03:17:01.000000,31.39,53.42,851.27,0.245,0.078,-1.0,-1.0
11/01/2020 03:18:00.000000,31.39,53.42,851.27,0.246,0.079,-1.0,-1.0
11/01/2020 03:19:00.000000,31.39,53.42,851.27,0.246,0.079,194.3,0.28
11/01/2020 03:20:02.000000,31.39,53.42,851.27,0.244,0.077,193.01,0.29
11/01/2020 03:21:01.000000,31.39,53.42,851.27,0.246,0.079,196.45,0.03
11/01/2020 03:22:02.000000,31.39,53.42,851.27,0.246,0.079,72.7,0.03
11/01/2020 03:23:00.000000,31.39,53.42,851.27,0.245,0.078,69.43,0.35
11/01/2020 03:24:00.000000,31.39,53.42,851.27,0.247,0.081,80.71,0.09
11/01/2020 03:25:01.000000,31.39,53.42,851.27,0.245,0.078,83.44,0.24
11/01/2020 03:26:01.000000,31.39,53.42,851.27,0.246,0.079,136.94,0.33
11/01/2020 03:28:02.000000,31.39,53.42,851.27,0.245,0.078,135.6,0.32
11/01/2020 03:29:03.000000,31.39,53.42,851.27,0.245,0.078,133.24,0.33
11/01/2020 03:30:00.000000,31.39,53.42,851.27,0.244,0.077,141.73,0.32
11/01/2020 03:31:02.000000,31.39,53.42,851.27,0.245,0.078,198.86,0.23
11/01/2020 03:32:01.000000,31.39,53.42,851.27,0.244,0.077,224.98,0.21
11/01/2020 03:33:00.000000,31.39,53.42,851.27,0.245,0.078,232.36,0.2
11/01/2020 03:34:00.000000,31.39,53.42,851.27,0.244,0.077,124.27,0.01
11/01/2020 03:35:02.000000,31.39,53.42,851.27,0.247,0.081,196.75,0.09
11/01/2020 03:36:02.000000,31.39,53.42,851.27,0.246,0.079,175.65,0.07
11/01/2020 03:37:00.000000,31.39,53.42,851.27,0.245,0.078,140.8,0.05
11/01/2020 03:38:01.000000,31.39,53.42,851.27,0.245,0.078,98.66,0.16
11/01/2020 03:39:02.000000,31.39,53.42,851.27,0.244,0.077,61.46,0.25
11/01/2020 03:40:00.000000,31.39,53.42,851.27,0.246,0.079,89.15,0.56
11/01/2020 03:41:01.000000,31.39,53.42,851.27,0.245,0.078,76.88,0.9
11/01/2020 03:42:01.000000,31.39,53.42,851.27,0.246,0.079,65.97,0.78
11/01/2020 03:43:02.000000,31.39,53.42,851.27,0.246,0.079,-1.0,-1.0
11/01/2020 03:44:01.000000,31.39,53.42,851.27,0.245,0.078,61.18,0.63
11/01/2020 03:45:02.000000,31.39,53.42,851.27,0.246,0.079,61.19,0.35
11/01/2020 03:46:01.000000,31.39,53.42,851.27,0.246,0.079,108.23,0.55
11/01/2020 03:47:02.000000,31.39,53.42,851.27,0.245,0.078,131.3,0.6
11/01/2020 03:48:02.000000,31.39,53.42,851.27,0.245,0.078,125.93,0.72
11/01/2020 03:49:01.000000,31.39,53.42,851.27,0.247,0.081,136.23,0.43
11/01/2020 03:50:01.000000,31.39,53.42,851.27,0.245,0.078,120.39,0.3
11/01/2020 03:51:00.000000,31.39,53.42,851.27,0.246,0.079,127.43,0.85
11/01/2020 03:52:01.000000,31.39,53.42,851.27,0.246,0.079,131.85,0.6
11/01/2020 03:53:02.000000,31.39,53.42,851.27,0.245,0.078,131.06,0.79
11/01/2020 03:54:02.000000,31.39,53.42,851.27,0.245,0.078,135.86,0.71
11/01/2020 03:55:01.000000,31.39,53.42,851.27,0.245,0.078,133.66,0.7
11/01/2020 03:56:01.000000,31.39,53.42,851.27,0.246,0.079,133.31,0.83
11/01/2020 03:57:02.000000,31.39,53.42,851.27,0.245,0.078,136.66,1.07
11/01/2020 03:58:01.000000,31.39,53.42,851.27,0.245,0.078,130.46,0.86
11/01/2020 03:59:00.000000,31.39,53.42,851.27,0.245,0.078,145.21,1.0
11/01/2020 04:00:00.000000,31.39,53.42,851.27,0.245,0.078,158.59,1.23
11/01/2020 04:01:02.000000,31.39,53.42,851.27,0.245,0.078,156.92,1.25
11/01/2020 04:02:00.000000,31.39,53.42,851.27,0.245,0.078,161.35,1.17
11/01/2020 04:03:02.000000,31.39,53.42,851.27,0.246,0.079,158.7,1.06
11/01/2020 04:04:02.000000,31.39,53.42,851.27,0.245,0.078,172.84,0.76
11/01/2020 04:05:01.000000,31.39,53.42,851.27,0.246,0.079,168.66,0.54
11/01/2020 04:06:01.000000,31.39,53.42,851.27,0.245,0.078,131.79,0.4
11/01/2020 04:07:00.000000,31.39,53.42,851.27,0.244,0.077,121.36,0.26
11/01/2020 04:08:01.000000,31.39,53.42,851.27,0.245,0.078,119.81,0.35
11/01/2020 04:09:00.000000,31.39,53.42,851.27,0.243,0.075,121.74,0.83
11/01/2020 04:10:02.000000,31.39,53.42,851.27,0.244,0.077,127.47,0.99
11/01/2020 04:11:03.000000,31.39,53.42,851.27,0.244,0.077,134.86,0.97
11/01/2020 04:12:02.000000,31.39,53.42,851.27,0.245,0.078,140.32,0.8
11/01/2020 04:13:00.000000,31.39,53.42,851.27,0.244,0.077,124.76,0.65
11/01/2020 04:14:00.000000,31.39,53.42,851.27,0.245,0.078,121.4,0.79
11/01/2020 04:15:02.000000,31.39,53.42,851.27,0.244,0.077,136.95,0.91
11/01/2020 04:16:02.000000,31.39,53.42,851.27,0.244,0.077,129.32,0.64
11/01/2020 04:17:00.000000,31.39,53.42,851.27,0.245,0.078,136.81,0.62
11/01/2020 04:18:02.000000,31.39,53.42,851.27,0.244,0.077,130.67,0.49
11/01/2020 04:19:01.000000,31.39,53.42,851.27,0.244,0.077,132.91,0.59
11/01/2020 04:20:03.000000,31.39,53.42,851.27,0.244,0.077,135.35,0.79
11/01/2020 04:21:03.000000,31.39,53.42,851.27,0.244,0.077,172.31,0.49
11/01/2020 04:22:02.000000,31.39,53.42,851.27,0.244,0.077,171.88,0.25
11/01/2020 04:23:01.000000,31.39,53.42,851.27,0.244,0.077,178.68,0.02
11/01/2020 04:24:00.000000,31.39,53.42,851.27,0.245,0.078,190.15,0.16
11/01/2020 04:25:00.000000,31.39,53.42,851.27,0.245,0.078,183.81,0.1
11/01/2020 04:26:01.000000,31.39,53.42,851.27,0.244,0.077,113.34,0.11
11/01/2020 04:27:01.000000,31.39,53.42,851.27,0.245,0.078,238.12,0.0
11/01/2020 04:28:01.000000,31.39,53.42,851.27,0.245,0.078,238.12,0.0
11/01/2020 04:29:01.000000,31.39,53.42,851.27,0.244,0.077,285.06,0.0
11/01/2020 04:30:00.000000,31.39,53.42,851.27,0.245,0.078,252.99,0.26
11/01/2020 04:31:00.000000,31.39,53.42,851.27,0.244,0.077,239.21,0.38
11/01/2020 04:32:02.000000,31.39,53.42,851.27,0.246,0.079,252.19,0.11
11/01/2020 04:33:01.000000,31.39,53.42,851.27,0.245,0.078,238.27,0.0
11/01/2020 04:34:00.000000,31.39,53.42,851.27,0.245,0.078,238.27,0.0
11/01/2020 04:35:01.000000,31.39,53.42,851.27,0.244,0.077,238.27,0.0
11/01/2020 04:36:01.000000,31.39,53.42,851.27,0.245,0.078,192.76,0.06
11/01/2020 04:37:01.000000,31.39,53.42,851.27,0.245,0.078,163.0,0.14
11/01/2020 04:38:01.000000,31.39,53.42,851.27,0.245,0.078,165.89,0.16
11/01/2020 04:39:02.000000,31.39,53.42,851.27,0.245,0.078,158.25,0.35
11/01/2020 04:40:02.000000,31.39,53.42,851.27,0.245,0.078,153.35,0.38
11/01/2020 04:41:01.000000,31.39,53.42,851.27,0.245,0.078,155.88,0.29
11/01/2020 04:42:02.000000,31.39,53.42,851.27,0.246,0.079,192.12,0.39
11/01/2020 04:43:00.000000,31.39,53.42,851.27,0.245,0.078,191.34,0.5
11/01/2020 04:45:01.000000,31.39,53.42,851.27,0.246,0.079,188.11,0.52
11/01/2020 04:46:02.000000,31.39,53.42,851.27,0.245,0.078,167.78,0.47
11/01/2020 04:47:02.000000,31.39,53.42,851.27,0.244,0.077,181.58,0.62
11/01/2020 04:48:01.000000,31.39,53.42,851.27,0.244,0.077,180.29,0.66
11/01/2020 04:49:01.000000,31.39,53.42,851.27,0.245,0.078,150.85,0.41
11/01/2020 04:50:03.000000,31.39,53.42,851.27,0.246,0.079,146.33,0.44
11/01/2020 04:51:01.000000,31.39,53.42,851.27,0.247,0.081,149.79,0.47
11/01/2020 04:52:01.000000,31.39,53.42,851.27,0.246,0.079,164.22,0.34
11/01/2020 04:53:02.000000,31.39,53.42,851.27,0.245,0.078,156.71,0.27
11/01/2020 04:54:02.000000,31.39,53.42,851.27,0.244,0.077,153.03,0.32
11/01/2020 04:55:00.000000,31.39,53.42,851.27,0.245,0.078,162.37,0.62
11/01/2020 04:56:01.000000,31.39,53.42,851.27,0.245,0.078,185.21,0.84
11/01/2020 04:57:01.000000,31.39,53.42,851.27,0.245,0.078,167.97,0.87
11/01/2020 04:58:01.000000,31.39,53.42,851.27,0.246,0.079,180.46,0.71
11/01/2020 04:59:01.000000,31.39,53.42,851.27,0.245,0.078,180.0,0.74
11/01/2020 05:00:01.000000,31.39,53.42,851.27,0.245,0.078,186.43,0.53
11/01/2020 05:01:06.000000,31.39,53.42,851.27,0.245,0.078,156.32,0.56
11/01/2020 05:02:04.000000,31.39,53.42,851.27,0.247,0.081,154.6,0.73
11/01/2020 05:03:02.000000,31.39,53.42,851.27,0.245,0.078,149.64,0.87
11/01/2020 05:04:02.000000,31.39,53.42,851.27,0.245,0.078,151.71,1.22
11/01/2020 05:05:01.000000,31.39,53.42,851.27,0.244,0.077,152.3,1.21
11/01/2020 05:06:01.000000,31.39,53.42,851.27,0.246,0.079,148.83,1.6
11/01/2020 05:07:01.000000,31.39,53.42,851.27,0.246,0.079,152.27,1.68
11/01/2020 05:08:00.000000,31.39,53.42,851.27,0.246,0.079,150.31,1.64
11/01/2020 05:09:01.000000,31.39,53.42,851.27,0.246,0.079,153.84,1.76
11/01/2020 05:10:01.000000,31.39,53.42,851.27,0.247,0.081,-1.0,-1.0
11/01/2020 05:11:01.000000,31.39,53.42,851.27,0.244,0.077,154.84,1.73
11/01/2020 05:12:00.000000,31.39,53.42,851.27,0.246,0.079,151.05,1.03
11/01/2020 05:13:02.000000,31.39,53.42,851.27,0.244,0.077,169.68,0.66
11/01/2020 05:14:00.000000,31.39,53.42,851.27,0.244,0.077,174.36,0.66
11/01/2020 05:15:01.000000,31.39,53.42,851.27,0.245,0.078,184.55,0.5
11/01/2020 05:16:02.000000,31.39,53.42,851.27,0.244,0.077,168.92,0.46
11/01/2020 05:17:01.000000,31.39,53.42,851.27,0.245,0.078,182.12,0.46
11/01/2020 05:18:00.000000,31.39,53.42,851.27,0.244,0.077,194.01,0.45
11/01/2020 05:19:01.000000,31.39,53.42,851.27,0.244,0.077,-1.0,-1.0
11/01/2020 05:20:00.000000,31.39,53.42,851.27,0.244,0.077,168.15,0.32
11/01/2020 05:21:00.000000,31.39,53.42,851.27,0.245,0.078,147.42,0.51
11/01/2020 05:22:00.000000,31.39,53.42,851.27,0.246,0.079,150.98,0.74
11/01/2020 05:23:02.000000,31.39,53.42,851.27,0.246,0.079,160.53,1.05
11/01/2020 05:24:01.000000,31.39,53.42,851.27,0.247,0.081,158.21,1.07
11/01/2020 05:25:01.000000,31.39,53.42,851.27,0.247,0.081,164.47,0.91
11/01/2020 05:26:03.000000,31.39,53.42,851.27,0.245,0.078,175.28,0.79
11/01/2020 05:27:01.000000,31.39,53.42,851.27,0.246,0.079,-1.0,-1.0
11/01/2020 05:28:01.000000,31.39,53.42,851.27,0.245,0.078,153.62,0.85
11/01/2020 05:29:02.000000,31.39,53.42,851.27,0.246,0.079,183.27,0.78
11/01/2020 05:30:01.000000,31.39,53.42,851.27,0.245,0.078,173.03,0.62
11/01/2020 05:31:00.000000,31.39,53.42,851.27,0.245,0.078,146.09,0.82
11/01/2020 05:32:02.000000,31.39,53.42,851.27,0.245,0.078,151.47,0.55
11/01/2020 05:33:01.000000,31.39,53.42,851.27,0.245,0.078,139.72,0.43
11/01/2020 05:34:01.000000,31.39,53.42,851.27,0.246,0.079,129.83,0.31
11/01/2020 05:35:02.000000,31.39,53.42,851.27,0.246,0.079,143.11,0.53
11/01/2020 05:36:01.000000,31.39,53.42,851.27,0.245,0.078,137.47,0.6
11/01/2020 05:37:01.000000,31.39,53.42,851.27,0.244,0.077,130.98,0.63
