InstrumentName, MSLA (CS34)
StartTime, 2021-08-01 00:00:00
EndTime, 2021-09-01 00:00:00
Date,B,EH,ET,ICCID,IH,IT,P,PM10,PM1_0,PM2_5,PM2_5_p,Sig,Time,WD,WS
08/05/2021 22:50:00,12.6,-1.0,-1.0,,6.84,103.8,840.25,51.77,25.59,41.71,34.993,0.0,,-1.0,-1.0
08/05/2021 22:51:00,12.638,-1.0,-1.0,,7.1,103.79,840.26,48.93,24.83,40.16,33.653,0.0,,-1.0,-1.0
08/05/2021 22:52:00,12.528,-1.0,-1.0,,7.12,103.73,840.24,49.11,25.04,40.65,34.074,0.0,,-1.0,-1.0
08/05/2021 22:53:00,12.648,-1.0,-1.0,,7.09,103.59,840.24,52.24,25.37,42.36,35.545,0.0,,-1.0,-1.0
08/05/2021 22:54:00,12.523,-1.0,-1.0,,7.0,103.58,840.23,50.06,25.42,41.03,34.406,0.0,,-1.0,-1.0
08/05/2021 22:55:00,12.634,-1.0,-1.0,,7.18,103.51,840.21,51.52,25.58,42.32,35.508,0.0,,-1.0,-1.0
08/05/2021 22:56:00,12.638,-1.0,-1.0,,6.92,103.57,840.19,50.33,24.74,40.66,34.092,0.0,,-1.0,-1.0
08/05/2021 22:57:00,12.523,-1.0,-1.0,,6.99,103.85,840.18,51.02,24.67,41.27,34.609,0.0,,-1.0,-1.0
08/05/2021 22:58:00,12.629,-1.0,-1.0,,7.0,104.0,840.17,48.92,24.66,40.04,33.551,0.0,,-1.0,-1.0
08/05/2021 22:59:00,12.533,-1.0,-1.0,,6.75,104.12,840.17,49.86,24.98,40.48,33.936,0.0,,-1.0,-1.0
08/05/2021 23:00:00,12.538,-1.0,-1.0,,6.66,104.1,840.14,50.88,24.9,41.38,34.713,0.0,,-1.0,-1.0
08/05/2021 23:01:00,12.533,-1.0,-1.0,,6.91,103.98,840.1,50.48,25.31,41.0,34.379,0.0,,-1.0,-1.0
08/05/2021 23:02:00,12.658,-1.0,-1.0,,6.75,104.1,840.11,50.07,25.21,40.85,34.254,0.0,,-1.0,-1.0
08/05/2021 23:03:01,12.538,-1.0,-1.0,,6.5,104.33,840.1,49.5,24.66,40.03,33.556,0.0,,-1.0,-1.0
08/05/2021 23:04:00,12.658,-1.0,-1.0,,6.64,104.34,840.09,50.71,25.14,41.44,34.762,0.0,,-1.0,-1.0
08/05/2021 23:05:00,12.643,-1.0,-1.0,,6.83,104.06,840.09,50.61,25.76,41.67,34.956,0.0,,-1.0,-1.0
08/05/2021 23:06:00,12.523,-1.0,-1.0,,6.94,103.89,840.09,50.32,25.97,41.94,35.186,0.0,,-1.0,-1.0
08/05/2021 23:07:00,12.514,-1.0,-1.0,,6.91,103.68,840.06,52.2,25.77,42.1,35.327,0.0,,-1.0,-1.0
08/05/2021 23:08:00,12.658,-1.0,-1.0,,6.99,103.45,840.04,51.7,25.38,42.12,35.344,0.0,,-1.0,-1.0
08/05/2021 23:09:00,12.629,-1.0,-1.0,,6.98,103.32,840.04,54.03,26.28,43.25,36.316,0.0,,-1.0,-1.0
08/05/2021 23:10:00,12.571,-1.0,-1.0,,7.06,103.16,840.04,53.3,25.92,42.6,35.757,0.0,,-1.0,-1.0
08/05/2021 23:11:00,12.634,-1.0,-1.0,,7.21,103.05,840.04,50.04,24.84,41.1,34.465,0.0,,-1.0,-1.0
08/05/2021 23:12:00,12.523,-1.0,-1.0,,7.19,103.11,840.02,52.24,26.5,42.34,35.53,0.0,,-1.0,-1.0
08/05/2021 23:13:01,12.518,-1.0,-1.0,,7.12,103.15,840.01,52.87,25.57,42.19,35.403,0.0,,-1.0,-1.0
08/05/2021 23:14:00,12.634,-1.0,-1.0,,6.99,103.4,840.0,50.47,24.74,40.82,34.229,0.0,,-1.0,-1.0
08/05/2021 23:15:00,12.677,-1.0,-1.0,,6.81,103.58,840.0,52.29,25.44,42.05,35.289,0.0,,-1.0,-1.0
08/05/2021 23:16:00,12.533,-1.0,-1.0,,6.9,103.73,840.01,52.11,25.45,41.57,34.872,0.0,,-1.0,-1.0
08/05/2021 23:17:00,12.523,-1.0,-1.0,,6.79,103.91,839.99,51.36,25.11,41.12,34.487,0.0,,-1.0,-1.0
08/05/2021 23:18:00,12.61,-1.0,-1.0,,6.66,104.28,839.98,49.23,24.85,40.23,33.723,0.0,,-1.0,-1.0
08/05/2021 23:19:00,12.557,-1.0,-1.0,,6.65,104.58,839.98,48.58,24.27,40.14,33.642,0.0,,-1.0,-1.0
08/05/2021 23:20:00,12.638,-1.0,-1.0,,6.89,104.66,839.98,51.68,25.05,41.69,34.963,0.0,,-1.0,-1.0
08/05/2021 23:21:00,12.686,-1.0,-1.0,,6.79,104.6,839.96,51.18,25.14,41.28,34.616,0.0,,-1.0,-1.0
08/05/2021 23:22:00,12.648,-1.0,-1.0,,6.57,104.6,839.97,49.81,25.55,41.38,34.709,0.0,,-1.0,-1.0
08/05/2021 23:23:00,12.682,-1.0,-1.0,,6.59,104.63,839.98,48.57,24.83,40.59,34.03,0.0,,-1.0,-1.0
08/05/2021 23:24:00,12.581,-1.0,-1.0,,6.54,104.74,839.97,50.53,25.51,41.22,34.571,0.0,,-1.0,-1.0
08/05/2021 23:25:00,12.509,-1.0,-1.0,,6.61,104.66,839.96,52.42,26.05,42.13,35.351,0.0,,-1.0,-1.0
08/05/2021 23:26:00,12.634,-1.0,-1.0,,6.84,104.36,839.95,50.58,26.01,41.4,34.72,0.0,,-1.0,-1.0
08/05/2021 23:27:00,12.566,-1.0,-1.0,,6.5,103.97,839.95,50.99,26.13,41.92,35.184,0.0,,-1.0,-1.0
08/05/2021 23:28:00,12.605,-1.0,-1.0,,6.63,103.56,839.95,52.17,25.79,42.3,35.51,0.0,,-1.0,-1.0
08/05/2021 23:29:00,12.61,-1.0,-1.0,,6.84,103.14,839.95,52.13,25.9,42.65,35.809,0.0,,-1.0,-1.0
08/05/2021 23:30:00,12.499,-1.0,-1.0,,7.05,102.83,839.94,51.59,26.03,42.34,35.539,0.0,,-1.0,-1.0
08/05/2021 23:31:00,12.509,-1.0,-1.0,,7.15,102.64,839.94,51.6,25.83,41.88,35.142,0.0,,-1.0,-1.0
08/05/2021 23:32:00,12.653,-1.0,-1.0,,7.31,102.52,839.93,51.32,25.46,42.02,35.258,0.0,,-1.0,-1.0
08/05/2021 23:33:00,12.648,-1.0,-1.0,,7.38,102.29,839.92,51.97,25.85,42.26,35.465,0.0,,-1.0,-1.0
08/05/2021 23:34:00,12.49,-1.0,-1.0,,7.31,102.02,839.91,50.31,25.47,40.96,34.355,0.0,,-1.0,-1.0
08/05/2021 23:35:00,12.48,-1.0,-1.0,,7.39,101.83,839.9,52.9,25.38,41.74,35.024,0.0,,-1.0,-1.0
08/05/2021 23:36:00,12.49,-1.0,-1.0,,7.56,101.8,839.88,53.04,26.05,42.84,35.962,0.0,,-1.0,-1.0
08/05/2021 23:37:00,12.624,-1.0,-1.0,,7.74,101.78,839.86,51.7,25.88,42.14,35.355,0.0,,-1.0,-1.0
08/05/2021 23:38:00,12.638,-1.0,-1.0,,7.59,101.76,839.85,52.86,26.05,42.79,35.919,0.0,,-1.0,-1.0
08/05/2021 23:39:00,12.576,-1.0,-1.0,,7.5,101.64,839.84,52.73,25.73,42.53,35.7,0.0,,-1.0,-1.0
08/05/2021 23:40:00,12.571,-1.0,-1.0,,7.7,101.55,839.83,52.47,26.22,42.5,35.668,0.0,,-1.0,-1.0
08/05/2021 23:41:00,12.485,-1.0,-1.0,,7.9,101.49,839.83,52.62,25.42,42.59,35.739,0.0,,-1.0,-1.0
08/05/2021 23:42:00,12.499,-1.0,-1.0,,7.8,101.61,839.8,51.83,25.17,41.29,34.625,0.0,,-1.0,-1.0
08/05/2021 23:43:00,12.48,-1.0,-1.0,,7.34,101.63,839.78,50.78,25.62,40.86,34.273,0.0,,-1.0,-1.0
08/05/2021 23:44:00,12.475,-1.0,-1.0,,7.28,101.66,839.77,53.23,26.22,42.62,35.785,0.0,,-1.0,-1.0
08/05/2021 23:45:01,12.614,-1.0,-1.0,,7.56,101.64,839.76,51.65,24.92,41.51,34.822,0.0,,-1.0,-1.0
08/05/2021 23:46:00,12.643,-1.0,-1.0,,7.85,101.75,839.77,50.14,25.01,41.33,34.656,0.0,,-1.0,-1.0
08/05/2021 23:47:00,12.619,-1.0,-1.0,,7.63,101.71,839.76,51.29,26.03,41.82,35.085,0.0,,-1.0,-1.0
08/05/2021 23:48:00,12.461,-1.0,-1.0,,7.28,101.67,839.73,52.52,25.65,42.37,35.571,0.0,,-1.0,-1.0
08/05/2021 23:49:01,12.466,-1.0,-1.0,,7.25,101.59,839.73,51.26,25.91,41.89,35.161,0.0,,-1.0,-1.0
08/05/2021 23:50:00,12.48,-1.0,-1.0,,7.48,101.46,839.74,51.62,25.92,41.78,35.06,0.0,,-1.0,-1.0
08/05/2021 23:51:00,12.629,-1.0,-1.0,,7.55,101.38,839.73,51.73,25.23,42.04,35.281,0.0,,-1.0,-1.0
08/05/2021 23:52:00,12.466,-1.0,-1.0,,7.47,101.24,839.71,51.53,25.47,41.28,34.633,0.0,,-1.0,-1.0
08/05/2021 23:53:00,12.475,-1.0,-1.0,,7.37,101.15,839.7,52.39,25.33,42.48,35.668,0.0,,-1.0,-1.0
08/05/2021 23:54:00,12.557,-1.0,-1.0,,7.55,101.17,839.71,52.25,26.08,41.92,35.181,0.0,,-1.0,-1.0
08/05/2021 23:55:00,12.586,-1.0,-1.0,,7.48,100.83,839.68,51.48,25.46,41.95,35.214,0.0,,-1.0,-1.0
08/05/2021 23:56:00,12.461,-1.0,-1.0,,7.69,100.49,839.69,53.18,26.52,42.86,35.991,0.0,,-1.0,-1.0
08/05/2021 23:57:00,12.514,-1.0,-1.0,,7.8,100.44,839.69,52.2,25.84,42.29,35.499,0.0,,-1.0,-1.0
08/05/2021 23:58:00,12.47,-1.0,-1.0,,7.71,100.5,839.68,52.63,25.73,42.45,35.639,0.0,,-1.0,-1.0
08/05/2021 23:59:00,12.542,-1.0,-1.0,,7.47,100.31,839.65,53.62,26.28,43.05,36.165,0.0,,-1.0,-1.0
08/06/2021 00:01:00,12.466,-1.0,-1.0,,7.6,100.08,839.65,51.17,25.46,41.28,34.643,0.0,,-1.0,-1.0
08/06/2021 00:02:00,12.542,-1.0,-1.0,,7.77,99.92,839.65,53.71,26.34,42.63,35.798,0.0,,-1.0,-1.0
08/06/2021 00:03:00,12.571,-1.0,-1.0,,7.91,99.72,839.64,51.34,25.51,41.83,35.109,0.0,,-1.0,-1.0
08/06/2021 00:04:00,12.485,-1.0,-1.0,,7.84,99.77,839.61,52.27,25.52,41.31,34.664,0.0,,-1.0,-1.0
08/06/2021 00:05:01,12.446,-1.0,-1.0,,7.7,99.75,839.57,49.72,24.63,40.04,33.579,0.0,,-1.0,-1.0
08/06/2021 00:06:00,12.571,-1.0,-1.0,,7.67,99.79,839.57,51.62,26.03,42.19,35.426,0.0,,-1.0,-1.0
08/06/2021 00:07:00,12.442,-1.0,-1.0,,7.82,99.76,839.58,53.15,25.51,42.94,36.065,0.0,,-1.0,-1.0
08/06/2021 00:08:00,12.432,-1.0,-1.0,,7.79,99.78,839.55,50.92,25.53,41.33,34.683,0.0,,-1.0,-1.0
08/06/2021 00:09:00,12.485,-1.0,-1.0,,7.87,99.77,839.55,51.97,25.33,41.82,35.101,0.0,,-1.0,-1.0
08/06/2021 00:10:00,12.446,-1.0,-1.0,,8.06,99.81,839.53,53.04,25.85,42.16,35.386,0.0,,-1.0,-1.0
08/06/2021 00:11:00,12.6,-1.0,-1.0,,8.03,99.83,839.52,51.64,25.0,41.4,34.734,0.0,,-1.0,-1.0
08/06/2021 00:12:00,12.576,-1.0,-1.0,,8.03,99.85,839.52,52.5,25.6,41.67,34.965,0.0,,-1.0,-1.0
08/06/2021 00:13:00,12.547,-1.0,-1.0,,7.86,99.92,839.52,51.91,24.74,41.61,34.919,0.0,,-1.0,-1.0
08/06/2021 00:14:00,12.442,-1.0,-1.0,,7.82,99.96,839.52,50.47,24.71,40.47,33.942,0.0,,-1.0,-1.0
08/06/2021 00:15:00,12.571,-1.0,-1.0,,7.7,99.99,839.51,49.47,24.25,40.3,33.8,0.0,,-1.0,-1.0
08/06/2021 00:16:01,12.432,-1.0,-1.0,,7.67,99.96,839.49,50.42,24.36,40.24,33.75,0.0,,-1.0,-1.0
08/06/2021 00:17:00,12.552,-1.0,-1.0,,7.55,99.98,839.49,51.15,25.36,41.57,34.896,0.0,,-1.0,-1.0
08/06/2021 00:18:00,12.466,-1.0,-1.0,,7.78,99.89,839.49,51.48,25.61,41.17,34.545,0.0,,-1.0,-1.0
08/06/2021 00:19:00,12.59,-1.0,-1.0,,7.81,99.83,839.5,50.62,25.06,41.17,34.545,0.0,,-1.0,-1.0
08/06/2021 00:20:00,12.581,-1.0,-1.0,,7.75,99.68,839.5,52.34,25.55,42.03,35.287,0.0,,-1.0,-1.0
08/06/2021 00:21:00,12.542,-1.0,-1.0,,7.93,99.64,839.51,49.33,24.28,39.61,33.203,0.0,,-1.0,-1.0
08/06/2021 00:22:00,12.59,-1.0,-1.0,,7.81,99.61,839.5,51.41,25.95,41.53,34.856,0.0,,-1.0,-1.0
08/06/2021 00:23:00,12.422,-1.0,-1.0,,7.88,99.45,839.51,51.95,25.86,42.59,35.766,0.0,,-1.0,-1.0
08/06/2021 00:24:00,12.523,-1.0,-1.0,,8.1,99.33,839.51,51.66,25.41,41.57,34.884,0.0,,-1.0,-1.0
08/06/2021 00:25:00,12.552,-1.0,-1.0,,8.2,99.05,839.51,51.09,24.85,41.43,34.763,0.0,,-1.0,-1.0
08/06/2021 00:26:00,12.547,-1.0,-1.0,,8.18,99.09,839.51,52.61,25.26,42.03,35.279,0.0,,-1.0,-1.0
08/06/2021 00:27:00,12.571,-1.0,-1.0,,8.16,98.85,839.5,51.55,26.15,42.35,35.557,0.0,,-1.0,-1.0
08/06/2021 00:28:00,12.48,-1.0,-1.0,,8.06,98.64,839.51,51.24,25.12,41.12,34.508,0.0,,-1.0,-1.0
08/06/2021 00:29:00,12.408,-1.0,-1.0,,8.2,98.71,839.51,51.32,25.19,41.27,34.63,0.0,,-1.0,-1.0
08/06/2021 00:30:00,12.398,-1.0,-1.0,,8.33,98.67,839.48,50.48,25.14,41.22,34.583,0.0,,-1.0,-1.0
08/06/2021 00:31:00,12.494,-1.0,-1.0,,8.38,98.62,839.47,51.15,25.57,41.58,34.891,0.0,,-1.0,-1.0
08/06/2021 00:32:00,12.518,-1.0,-1.0,,8.19,98.53,839.45,49.93,25.32,41.15,34.53,0.0,,-1.0,-1.0
08/06/2021 00:33:00,12.514,-1.0,-1.0,,8.42,98.42,839.45,51.31,25.46,41.27,34.626,0.0,,-1.0,-1.0
08/06/2021 00:34:00,12.456,-1.0,-1.0,,8.68,98.43,839.45,51.87,24.8,40.97,34.359,0.0,,-1.0,-1.0
08/06/2021 00:35:01,12.547,-1.0,-1.0,,8.79,98.46,839.45,50.18,25.17,41.5,34.809,0.0,,-1.0,-1.0
08/06/2021 00:36:00,12.461,-1.0,-1.0,,8.57,98.4,839.45,50.93,25.63,41.6,34.904,0.0,,-1.0,-1.0
08/06/2021 00:37:00,12.504,-1.0,-1.0,,8.61,98.28,839.45,51.34,25.19,41.68,34.973,0.0,,-1.0,-1.0
08/06/2021 00:38:01,12.394,-1.0,-1.0,,8.63,98.26,839.45,50.38,24.91,40.92,34.32,0.0,,-1.0,-1.0
08/06/2021 00:39:00,12.504,-1.0,-1.0,,8.59,98.29,839.44,51.34,25.43,41.73,35.016,0.0,,-1.0,-1.0
08/06/2021 00:40:00,12.504,-1.0,-1.0,,8.7,98.18,839.46,51.31,25.68,41.61,34.911,0.0,,-1.0,-1.0
08/06/2021 00:41:00,12.533,-1.0,-1.0,,8.71,98.18,839.44,51.78,25.67,42.01,35.254,0.0,,-1.0,-1.0
08/06/2021 00:42:00,12.504,-1.0,-1.0,,8.79,98.09,839.43,51.47,25.47,42.15,35.372,0.0,,-1.0,-1.0
08/06/2021 00:43:01,12.432,-1.0,-1.0,,9.0,98.06,839.42,52.47,25.11,41.48,34.789,0.0,,-1.0,-1.0
08/06/2021 00:44:00,12.509,-1.0,-1.0,,9.02,98.07,839.42,52.42,25.08,41.82,35.081,0.0,,-1.0,-1.0
08/06/2021 00:45:00,12.398,-1.0,-1.0,,8.75,98.04,839.43,50.88,25.19,41.39,34.722,0.0,,-1.0,-1.0
08/06/2021 00:46:00,12.49,-1.0,-1.0,,8.56,97.79,839.45,50.07,25.28,41.14,34.517,0.0,,-1.0,-1.0
08/06/2021 00:47:00,12.466,-1.0,-1.0,,8.47,97.5,839.44,51.41,25.52,41.96,35.228,0.0,,-1.0,-1.0
08/06/2021 00:48:00,12.514,-1.0,-1.0,,8.46,97.26,839.43,52.28,25.27,41.58,34.905,0.0,,-1.0,-1.0
08/06/2021 00:49:00,12.451,-1.0,-1.0,,8.56,97.22,839.44,50.47,24.79,40.8,34.233,0.0,,-1.0,-1.0
08/06/2021 00:50:01,12.514,-1.0,-1.0,,8.62,97.24,839.44,48.34,24.72,39.75,33.329,0.0,,-1.0,-1.0
08/06/2021 00:51:00,12.48,-1.0,-1.0,,8.61,97.13,839.45,49.74,24.35,40.12,33.648,0.0,,-1.0,-1.0
08/06/2021 00:52:00,12.389,-1.0,-1.0,,8.56,97.0,839.44,50.59,25.13,41.35,34.708,0.0,,-1.0,-1.0
08/06/2021 00:53:00,12.379,-1.0,-1.0,,8.8,97.15,839.46,49.5,23.93,39.76,33.332,0.0,,-1.0,-1.0
08/06/2021 00:54:00,12.384,-1.0,-1.0,,8.86,97.22,839.45,49.0,24.42,40.06,33.586,0.0,,-1.0,-1.0
08/06/2021 00:55:00,12.394,-1.0,-1.0,,8.91,97.1,839.46,49.84,24.92,40.2,33.706,0.0,,-1.0,-1.0
08/06/2021 00:56:00,12.379,-1.0,-1.0,,8.86,97.04,839.45,47.56,24.04,38.88,32.576,0.0,,-1.0,-1.0
08/06/2021 00:57:00,12.485,-1.0,-1.0,,8.91,96.89,839.43,49.52,24.22,40.34,33.829,0.0,,-1.0,-1.0
08/06/2021 00:58:00,12.509,-1.0,-1.0,,9.13,96.94,839.44,47.93,23.96,39.4,33.013,0.0,,-1.0,-1.0
08/06/2021 00:59:00,12.365,-1.0,-1.0,,9.24,96.94,839.43,50.03,24.29,40.5,33.954,0.0,,-1.0,-1.0
08/06/2021 01:00:00,12.542,-1.0,-1.0,,9.06,96.86,839.41,49.98,24.63,40.24,33.738,0.0,,-1.0,-1.0
08/06/2021 01:01:00,12.499,-1.0,-1.0,,9.08,96.74,839.42,49.29,24.94,40.29,33.782,0.0,,-1.0,-1.0
08/06/2021 01:02:00,12.475,-1.0,-1.0,,9.22,96.64,839.43,50.15,23.98,39.97,33.503,0.0,,-1.0,-1.0
08/06/2021 01:03:00,12.374,-1.0,-1.0,,9.07,96.54,839.43,47.15,23.86,39.32,32.952,0.0,,-1.0,-1.0
08/06/2021 01:04:00,12.389,-1.0,-1.0,,8.92,96.53,839.44,49.42,24.09,40.28,33.782,0.0,,-1.0,-1.0
08/06/2021 01:05:00,12.384,-1.0,-1.0,,8.92,96.45,839.45,47.61,23.46,38.94,32.632,0.0,,-1.0,-1.0
08/06/2021 01:06:00,12.523,-1.0,-1.0,,8.99,96.26,839.44,48.39,23.01,38.93,32.624,0.0,,-1.0,-1.0
08/06/2021 01:07:00,12.36,-1.0,-1.0,,9.1,96.31,839.45,49.65,24.08,39.94,33.486,0.0,,-1.0,-1.0
08/06/2021 01:08:00,12.456,-1.0,-1.0,,8.92,96.32,839.46,48.06,24.12,39.1,32.771,0.0,,-1.0,-1.0
08/06/2021 01:09:00,12.504,-1.0,-1.0,,8.82,96.35,839.47,48.77,23.38,39.32,32.964,0.0,,-1.0,-1.0
08/06/2021 01:10:00,12.509,-1.0,-1.0,,8.75,96.14,839.47,48.46,24.01,38.66,32.402,0.0,,-1.0,-1.0
08/06/2021 01:11:01,12.355,-1.0,-1.0,,8.86,96.03,839.5,47.4,23.09,38.89,32.597,0.0,,-1.0,-1.0
08/06/2021 01:12:00,12.514,-1.0,-1.0,,9.07,95.95,839.49,49.92,23.98,39.6,33.2,0.0,,-1.0,-1.0
08/06/2021 01:13:00,12.442,-1.0,-1.0,,8.9,95.91,839.48,49.76,24.52,40.52,33.996,0.0,,-1.0,-1.0
08/06/2021 01:14:00,12.499,-1.0,-1.0,,9.04,95.84,839.46,50.44,23.66,40.35,33.846,0.0,,-1.0,-1.0
08/06/2021 01:15:00,12.355,-1.0,-1.0,,9.13,95.89,839.46,49.14,23.47,39.67,33.259,0.0,,-1.0,-1.0
08/06/2021 01:16:00,12.518,-1.0,-1.0,,9.15,95.69,839.43,49.78,23.63,39.28,32.925,0.0,,-1.0,-1.0
08/06/2021 01:17:00,12.341,-1.0,-1.0,,9.2,95.54,839.42,49.35,23.39,39.19,32.848,0.0,,-1.0,-1.0
08/06/2021 01:18:00,12.442,-1.0,-1.0,,8.95,95.34,839.42,50.72,24.83,40.05,33.598,0.0,,-1.0,-1.0
08/06/2021 01:19:00,12.427,-1.0,-1.0,,9.01,95.17,839.4,49.92,24.28,39.5,33.126,0.0,,-1.0,-1.0
08/06/2021 01:20:00,12.365,-1.0,-1.0,,9.08,95.03,839.42,49.47,24.32,40.22,33.744,0.0,,-1.0,-1.0
08/06/2021 01:21:00,12.504,-1.0,-1.0,,9.19,95.05,839.39,50.79,23.72,40.53,34.005,0.0,,-1.0,-1.0
08/06/2021 01:22:00,12.346,-1.0,-1.0,,9.24,95.06,839.4,50.01,24.52,39.67,33.265,0.0,,-1.0,-1.0
08/06/2021 01:23:00,12.499,-1.0,-1.0,,9.22,94.9,839.39,51.43,25.08,41.03,34.435,0.0,,-1.0,-1.0
08/06/2021 01:24:00,12.35,-1.0,-1.0,,9.18,94.67,839.37,52.18,25.82,41.78,35.084,0.0,,-1.0,-1.0
08/06/2021 01:25:00,12.432,-1.0,-1.0,,9.3,94.61,839.37,48.99,24.09,40.14,33.672,0.0,,-1.0,-1.0
08/06/2021 01:26:00,12.346,-1.0,-1.0,,9.26,94.48,839.37,51.3,25.26,40.96,34.379,0.0,,-1.0,-1.0
08/06/2021 01:27:00,12.494,-1.0,-1.0,,9.34,94.5,839.39,50.37,25.06,41.09,34.488,0.0,,-1.0,-1.0
08/06/2021 01:28:00,12.341,-1.0,-1.0,,9.45,94.4,839.39,51.78,24.92,42.02,35.283,0.0,,-1.0,-1.0
08/06/2021 01:29:00,12.47,-1.0,-1.0,,9.46,94.33,839.4,51.31,25.06,41.7,35.009,0.0,,-1.0,-1.0
08/06/2021 01:30:01,12.336,-1.0,-1.0,,9.62,94.25,839.42,51.43,25.06,41.19,34.566,0.0,,-1.0,-1.0
08/06/2021 01:31:00,12.336,-1.0,-1.0,,9.55,94.1,839.41,51.62,24.97,41.38,34.734,0.0,,-1.0,-1.0
08/06/2021 01:32:00,12.499,-1.0,-1.0,,9.51,93.96,839.42,50.57,25.11,41.13,34.523,0.0,,-1.0,-1.0
08/06/2021 01:33:00,12.341,-1.0,-1.0,,9.64,93.82,839.42,52.05,25.1,41.46,34.803,0.0,,-1.0,-1.0
08/06/2021 01:34:00,12.331,-1.0,-1.0,,9.68,93.84,839.41,51.01,25.19,40.82,34.252,0.0,,-1.0,-1.0
08/06/2021 01:35:00,12.485,-1.0,-1.0,,9.87,93.77,839.41,51.79,25.14,41.58,34.898,0.0,,-1.0,-1.0
08/06/2021 01:36:00,12.331,-1.0,-1.0,,10.08,93.41,839.4,50.08,24.43,40.43,33.908,0.0,,-1.0,-1.0
08/06/2021 01:37:00,12.346,-1.0,-1.0,,9.97,93.47,839.4,53.29,25.11,42.32,35.534,0.0,,-1.0,-1.0
08/06/2021 01:38:00,12.326,-1.0,-1.0,,10.03,93.41,839.4,50.33,25.46,41.31,34.665,0.0,,-1.0,-1.0
08/06/2021 01:39:00,12.326,-1.0,-1.0,,10.22,93.13,839.43,51.49,24.97,41.3,34.653,0.0,,-1.0,-1.0
08/06/2021 01:40:00,12.408,-1.0,-1.0,,10.29,93.16,839.43,50.77,24.43,40.58,34.032,0.0,,-1.0,-1.0
08/06/2021 01:41:00,12.47,-1.0,-1.0,,10.5,92.93,839.43,51.88,25.3,41.8,35.075,0.0,,-1.0,-1.0
08/06/2021 01:42:00,12.451,-1.0,-1.0,,10.55,92.72,839.41,51.28,25.2,41.28,34.629,0.0,,-1.0,-1.0
