InstrumentName, Thornton B,,
04/01/2018 02:13:52.943333,62.3,54.0,38.0
04/01/2018 02:16:32.946666,61.89,55.0,38.0
04/01/2018 02:20:33.000000,60.33,53.0,39.0
04/01/2018 02:23:13.496666,59.63,53.0,37.0
04/01/2018 02:25:53.046666,60.94,54.0,38.0
04/01/2018 02:28:33.010000,63.15,54.0,37.0
04/01/2018 02:32:32.970000,63.2,53.0,38.0
04/01/2018 02:35:12.933333,67.66,53.0,38.0
04/01/2018 02:37:53.023333,66.13,53.0,38.0
04/01/2018 02:40:32.996666,65.7,53.0,37.0
04/01/2018 02:44:32.906666,57.57,53.0,38.0
04/01/2018 02:47:12.960000,63.0,53.0,38.0
04/01/2018 02:49:52.973333,63.67,52.0,38.0
04/01/2018 02:52:32.956666,60.37,53.0,38.0
04/01/2018 02:56:33.166666,67.4,53.0,39.0
04/01/2018 02:59:13.640000,64.04,53.0,38.0
04/01/2018 03:01:52.970000,64.93,52.0,38.0
04/01/2018 03:04:33.010000,67.35,52.0,39.0
04/01/2018 03:08:33.130000,63.87,51.0,39.0
04/01/2018 03:11:12.930000,60.25,51.0,37.0
04/01/2018 03:13:52.933333,59.45,53.0,37.0
04/01/2018 03:16:32.956666,62.4,53.0,37.0
04/01/2018 03:20:33.070000,69.39,53.0,37.0
04/01/2018 03:23:13.016666,66.34,52.0,39.0
04/01/2018 03:25:53.476666,54.72,52.0,39.0
04/01/2018 03:28:33.020000,64.72,51.0,40.0
04/01/2018 03:32:33.006666,54.38,51.0,39.0
04/01/2018 03:35:12.940000,49.37,50.0,39.0
04/01/2018 03:37:52.950000,48.13,49.0,39.0
04/01/2018 03:40:32.993333,48.13,49.0,39.0
04/01/2018 03:44:24.203333,64.0,50.0,39.0
04/01/2018 03:47:04.433333,48.74,49.0,39.0
04/01/2018 03:49:44.176666,49.13,49.0,40.0
04/01/2018 03:53:44.190000,48.09,49.0,40.0
04/01/2018 03:56:24.230000,48.96,48.0,39.0
04/01/2018 03:59:04.166666,48.43,49.0,40.0
04/01/2018 04:03:04.406666,47.54,48.0,39.0
04/01/2018 04:05:44.266666,48.51,49.0,40.0
04/01/2018 04:08:24.150000,47.28,49.0,40.0
04/01/2018 04:11:04.153333,47.83,47.0,40.0
04/01/2018 04:13:44.153333,48.39,47.0,40.0
04/01/2018 04:17:44.146666,47.94,47.0,41.0
04/01/2018 04:20:24.246666,48.33,46.0,40.0
04/01/2018 04:23:04.276666,49.66,48.0,38.0
04/01/2018 04:25:44.210000,49.28,48.0,39.0
04/01/2018 04:29:44.260000,49.33,48.0,39.0
04/01/2018 04:32:24.156666,54.32,50.0,36.0
04/01/2018 04:35:04.273333,57.45,51.0,36.0
04/01/2018 04:37:44.153333,63.17,50.0,37.0
04/01/2018 04:41:44.236666,69.79,49.0,37.0
04/01/2018 04:44:24.243333,66.98,49.0,37.0
04/01/2018 04:47:04.163333,64.49,50.0,38.0
04/01/2018 04:49:44.196666,63.91,49.0,38.0
04/01/2018 04:53:44.263333,67.3,49.0,39.0
04/01/2018 04:56:24.186666,70.96,49.0,36.0
04/01/2018 04:59:04.203333,68.41,50.0,38.0
04/01/2018 05:01:44.216666,67.06,49.0,38.0
04/01/2018 05:05:44.813333,73.85,49.0,38.0
04/01/2018 05:08:24.276666,72.35,48.0,38.0
04/01/2018 05:11:04.273333,64.77,48.0,38.0
04/01/2018 05:13:44.196666,60.24,47.0,38.0
04/01/2018 05:17:44.193333,61.88,47.0,38.0
04/01/2018 05:20:24.266666,61.3,47.0,38.0
04/01/2018 05:23:04.326666,60.3,47.0,38.0
04/01/2018 05:25:44.830000,62.55,47.0,38.0
04/01/2018 05:29:44.230000,61.32,46.0,38.0
04/01/2018 05:32:24.226666,64.47,47.0,38.0
04/01/2018 05:35:04.193333,62.74,47.0,38.0
04/01/2018 05:37:44.320000,63.67,46.0,37.0
04/01/2018 05:41:44.196666,65.45,46.0,38.0
04/01/2018 05:44:24.286666,65.5,46.0,38.0
04/01/2018 05:47:04.236666,68.38,47.0,38.0
04/01/2018 05:49:44.193333,68.52,46.0,37.0
04/01/2018 05:53:44.253333,64.38,47.0,37.0
04/01/2018 05:56:24.193333,67.82,47.0,36.0
04/01/2018 05:59:04.246666,62.11,47.0,37.0
04/01/2018 06:01:44.233333,52.51,48.0,36.0
04/01/2018 06:05:44.273333,56.72,47.0,37.0
04/01/2018 06:08:24.246666,56.13,46.0,37.0
04/01/2018 06:11:04.220000,63.15,47.0,37.0
04/01/2018 06:13:44.226666,51.64,48.0,37.0
04/01/2018 06:17:44.480000,49.4,47.0,37.0
04/01/2018 06:20:24.296666,49.3,47.0,37.0
04/01/2018 06:23:04.290000,49.15,47.0,37.0
04/01/2018 06:25:44.276666,62.04,47.0,37.0
04/01/2018 06:29:44.550000,49.67,46.0,37.0
04/01/2018 06:32:24.516666,48.96,47.0,37.0
04/01/2018 06:35:04.566666,49.72,47.0,37.0
04/01/2018 06:37:44.210000,49.87,46.0,37.0
04/01/2018 06:41:44.293333,49.43,46.0,37.0
04/01/2018 06:44:24.296666,49.55,47.0,37.0
04/01/2018 06:47:04.433333,49.11,46.0,37.0
04/01/2018 06:49:44.243333,48.78,47.0,37.0
04/01/2018 06:53:44.293333,48.51,47.0,36.0
04/01/2018 06:56:24.243333,49.02,47.0,37.0
04/01/2018 06:59:04.326666,48.8,47.0,37.0
04/01/2018 07:01:44.306666,49.45,47.0,37.0
04/01/2018 07:05:44.216666,48.61,47.0,36.0
04/01/2018 07:08:24.270000,48.55,47.0,37.0
04/01/2018 07:11:04.216666,49.3,47.0,37.0
04/01/2018 07:13:44.246666,49.3,47.0,37.0
04/01/2018 07:17:44.230000,49.09,47.0,36.0
04/01/2018 07:20:24.356666,49.47,47.0,36.0
04/01/2018 07:23:04.306666,48.98,48.0,36.0
04/01/2018 07:25:44.280000,49.85,49.0,36.0
04/01/2018 07:29:44.296666,50.94,48.0,36.0
04/01/2018 07:32:24.223333,50.33,48.0,36.0
04/01/2018 07:35:04.326666,50.02,48.0,37.0
04/01/2018 07:37:44.246666,49.65,48.0,36.0
04/01/2018 07:41:44.360000,49.85,48.0,36.0
04/01/2018 07:44:24.233333,49.19,48.0,37.0
04/01/2018 07:47:04.283333,49.22,47.0,36.0
04/01/2018 07:49:44.270000,48.43,49.0,37.0
04/01/2018 07:53:44.270000,48.43,48.0,37.0
04/01/2018 07:56:24.356666,49.26,48.0,36.0
04/01/2018 07:59:04.266666,49.62,48.0,36.0
04/01/2018 08:01:44.243333,48.41,48.0,37.0
04/01/2018 08:05:44.250000,50.5,48.0,37.0
04/01/2018 08:08:24.340000,51.79,48.0,36.0
04/01/2018 08:11:04.346666,50.49,48.0,37.0
04/01/2018 08:13:44.393333,51.45,48.0,36.0
04/01/2018 08:17:44.246666,49.54,48.0,37.0
04/01/2018 08:20:24.260000,49.81,49.0,36.0
04/01/2018 08:23:04.290000,49.07,49.0,37.0
04/01/2018 08:25:44.316666,50.55,49.0,37.0
04/01/2018 08:29:44.380000,50.72,49.0,36.0
04/01/2018 08:32:24.303333,49.68,49.0,36.0
04/01/2018 08:35:04.643333,50.35,49.0,35.0
04/01/2018 08:37:44.256666,50.06,49.0,36.0
04/01/2018 08:41:44.293333,49.77,49.0,37.0
04/01/2018 08:44:24.263333,48.49,48.0,37.0
04/01/2018 08:47:04.313333,50.53,49.0,36.0
04/01/2018 08:49:44.370000,51.04,50.0,35.0
04/01/2018 08:53:44.260000,47.89,50.0,36.0
04/01/2018 08:56:24.316666,49.57,50.0,36.0
04/01/2018 08:59:04.403333,49.72,50.0,37.0
04/01/2018 09:01:44.346666,49.11,50.0,37.0
04/01/2018 09:05:44.413333,50.04,50.0,37.0
04/01/2018 09:08:24.316666,50.04,49.0,37.0
04/01/2018 09:11:04.286666,49.65,50.0,36.0
04/01/2018 09:13:44.373333,49.24,50.0,37.0
04/01/2018 09:17:44.930000,50.26,50.0,36.0
04/01/2018 09:20:24.376666,48.74,51.0,37.0
04/01/2018 09:23:04.430000,48.3,50.0,36.0
04/01/2018 09:25:44.300000,49.46,50.0,37.0
04/01/2018 09:29:44.313333,50.46,51.0,37.0
04/01/2018 09:32:24.276666,50.4,50.0,36.0
04/01/2018 09:35:04.343333,49.43,50.0,37.0
04/01/2018 09:37:44.296666,49.31,51.0,36.0
04/01/2018 09:41:44.283333,50.59,51.0,36.0
04/01/2018 09:44:24.366666,49.23,51.0,36.0
04/01/2018 09:47:04.290000,49.64,51.0,37.0
04/01/2018 09:49:44.340000,50.35,51.0,37.0
04/01/2018 09:53:44.326666,49.55,49.0,37.0
04/01/2018 09:56:24.506666,51.36,51.0,37.0
04/01/2018 09:59:04.293333,48.96,50.0,37.0
04/01/2018 10:01:44.340000,50.43,50.0,38.0
04/01/2018 10:05:44.323333,54.57,49.0,38.0
04/01/2018 10:08:24.293333,53.62,49.0,37.0
04/01/2018 10:11:04.316666,54.62,50.0,37.0
04/01/2018 10:13:44.436666,52.74,50.0,37.0
04/01/2018 10:17:44.296666,51.0,49.0,37.0
04/01/2018 10:20:24.343333,56.36,50.0,37.0
04/01/2018 10:23:04.306666,52.47,50.0,36.0
04/01/2018 10:25:44.413333,53.43,51.0,36.0
04/01/2018 10:29:44.303333,51.36,52.0,35.0
04/01/2018 10:32:24.296666,49.28,52.0,34.0
04/01/2018 10:35:04.366666,50.4,54.0,34.0
04/01/2018 10:37:44.343333,49.21,54.0,33.0
04/01/2018 10:41:44.386666,51.6,56.0,33.0
04/01/2018 10:44:24.533333,51.23,56.0,33.0
04/01/2018 10:47:04.306666,56.11,57.0,33.0
04/01/2018 10:49:44.310000,59.72,57.0,32.0
04/01/2018 10:53:44.360000,73.41,57.0,33.0
04/01/2018 10:56:24.356666,62.83,58.0,33.0
04/01/2018 10:59:04.393333,74.96,58.0,32.0
04/01/2018 11:01:44.320000,68.17,59.0,32.0
04/01/2018 11:05:44.440000,63.57,60.0,32.0
04/01/2018 11:08:24.396666,65.43,60.0,32.0
04/01/2018 11:11:04.326666,66.48,60.0,32.0
04/01/2018 11:13:44.436666,63.81,60.0,32.0
04/01/2018 11:17:44.386666,66.13,60.0,33.0
04/01/2018 11:20:24.320000,66.77,60.0,32.0
04/01/2018 11:23:04.473333,67.76,61.0,31.0
04/01/2018 11:25:44.680000,64.6,61.0,32.0
04/01/2018 11:29:44.336666,67.4,62.0,31.0
04/01/2018 11:32:24.330000,70.26,62.0,31.0
04/01/2018 11:35:04.503333,74.47,63.0,31.0
04/01/2018 11:37:44.366666,87.55,63.0,32.0
04/01/2018 11:41:44.496666,72.81,63.0,32.0
04/01/2018 11:44:24.336666,67.96,63.0,32.0
04/01/2018 11:47:04.333333,68.09,63.0,31.0
04/01/2018 11:49:44.346666,75.25,64.0,31.0
04/01/2018 11:53:44.353333,102.22,64.0,31.0
04/01/2018 11:56:24.626666,213.54,63.0,31.0
04/01/2018 11:59:04.340000,255.57,64.0,31.0
04/01/2018 12:01:44.383333,228.96,63.0,30.0
04/01/2018 12:05:44.476666,194.73,64.0,30.0
04/01/2018 12:08:24.353333,329.65,65.0,31.0
04/01/2018 12:11:04.363333,276.56,64.0,30.0
04/01/2018 12:13:44.473333,227.83,65.0,30.0
04/01/2018 12:17:44.526666,226.79,65.0,30.0
04/01/2018 12:20:24.353333,233.51,64.0,30.0
04/01/2018 12:23:04.360000,237.9,64.0,30.0
04/01/2018 12:25:44.360000,223.88,65.0,31.0
04/01/2018 12:29:44.363333,272.24,63.0,31.0
04/01/2018 12:32:24.450000,299.39,64.0,32.0
04/01/2018 12:35:05.050000,284.92,62.0,33.0
04/01/2018 12:37:44.486666,281.1,63.0,34.0
04/01/2018 12:41:44.403333,448.83,60.0,33.0
04/01/2018 12:44:24.463333,460.85,60.0,33.0
04/01/2018 12:47:04.520000,423.56,60.0,33.0
04/01/2018 12:49:44.373333,413.82,61.0,34.0
04/01/2018 12:53:44.410000,262.27,58.0,35.0
04/01/2018 12:56:24.530000,284.45,58.0,36.0
04/01/2018 12:59:04.533333,116.43,57.0,36.0
04/01/2018 13:01:44.466666,57.64,58.0,36.0
04/01/2018 13:05:44.390000,51.13,57.0,37.0
04/01/2018 13:08:24.476666,51.21,56.0,37.0
04/01/2018 13:11:05.543333,49.91,56.0,37.0
04/01/2018 13:13:44.370000,50.76,56.0,37.0
04/01/2018 13:17:44.523333,50.45,57.0,37.0
04/01/2018 13:20:24.433333,51.02,56.0,38.0
04/01/2018 13:23:04.376666,53.91,56.0,38.0
04/01/2018 13:25:44.416666,51.34,56.0,38.0
04/01/2018 13:29:44.480000,60.96,56.0,38.0
04/01/2018 13:32:24.413333,63.38,55.0,38.0
04/01/2018 13:35:04.420000,87.63,55.0,39.0
04/01/2018 13:37:44.446666,139.73,54.0,39.0
04/01/2018 13:41:44.386666,124.78,54.0,39.0
04/01/2018 13:44:24.390000,90.36,54.0,39.0
04/01/2018 13:47:04.480000,95.65,54.0,39.0
04/01/2018 13:49:44.453333,68.78,54.0,39.0
04/01/2018 13:53:44.393333,141.13,54.0,39.0
04/01/2018 13:56:24.396666,122.81,54.0,39.0
04/01/2018 13:59:04.430000,78.3,53.0,40.0
04/01/2018 14:01:44.443333,64.26,53.0,40.0
04/01/2018 14:05:44.436666,72.37,52.0,39.0
04/01/2018 14:08:24.403333,84.23,54.0,36.0
04/01/2018 14:11:04.410000,77.68,55.0,37.0
04/01/2018 14:13:44.410000,69.83,55.0,38.0
04/01/2018 14:17:44.420000,96.15,54.0,39.0
04/01/2018 14:20:24.403333,66.35,54.0,39.0
04/01/2018 14:23:04.416666,67.66,53.0,38.0
04/01/2018 14:25:44.413333,76.39,54.0,39.0
04/01/2018 14:29:44.546666,67.23,53.0,40.0
04/01/2018 14:32:24.510000,78.89,52.0,40.0
04/01/2018 14:35:04.396666,59.53,52.0,39.0
04/01/2018 14:37:44.413333,62.56,53.0,38.0
04/01/2018 14:41:44.736666,57.21,55.0,36.0
04/01/2018 14:44:24.450000,66.26,56.0,37.0
04/01/2018 14:47:04.473333,73.7,55.0,39.0
04/01/2018 14:49:44.566666,68.06,54.0,40.0
04/01/2018 14:53:44.470000,53.07,53.0,37.0
04/01/2018 14:56:24.433333,52.74,55.0,37.0
04/01/2018 14:59:05.220000,55.43,55.0,40.0
04/01/2018 15:01:44.643333,57.04,54.0,37.0
04/01/2018 15:05:44.463333,53.91,56.0,38.0
04/01/2018 15:08:24.460000,60.91,55.0,38.0
04/01/2018 15:11:04.500000,60.8,56.0,36.0
04/01/2018 15:13:44.436666,66.85,57.0,38.0
04/01/2018 15:17:44.430000,69.94,55.0,39.0
04/01/2018 15:20:24.606666,60.83,54.0,38.0
04/01/2018 15:23:04.553333,57.02,55.0,38.0
04/01/2018 15:25:44.436666,66.02,55.0,40.0
04/01/2018 15:29:44.490000,53.78,54.0,39.0
04/01/2018 15:32:24.476666,51.79,54.0,38.0
04/01/2018 15:35:04.440000,52.17,54.0,38.0
04/01/2018 15:37:44.503333,56.48,55.0,37.0
04/01/2018 15:41:44.503333,62.15,55.0,39.0
04/01/2018 15:44:24.486666,54.43,54.0,40.0
04/01/2018 15:47:04.520000,52.68,53.0,40.0
04/01/2018 15:49:44.706666,53.17,52.0,39.0
04/01/2018 15:53:44.633333,56.21,53.0,38.0
04/01/2018 15:56:24.480000,55.11,55.0,39.0
04/01/2018 15:59:04.510000,54.26,54.0,40.0
04/01/2018 16:01:44.536666,54.17,53.0,41.0
04/01/2018 16:05:44.486666,55.17,52.0,40.0
04/01/2018 16:08:24.576666,57.54,53.0,41.0
04/01/2018 16:11:10.070000,51.8,51.0,41.0
04/01/2018 16:13:44.453333,53.23,50.0,40.0
04/01/2018 16:17:44.610000,54.38,51.0,41.0
04/01/2018 16:20:24.463333,54.63,52.0,41.0
04/01/2018 16:23:04.443333,52.55,52.0,42.0
04/01/2018 16:25:44.483333,55.66,51.0,40.0
04/01/2018 16:29:44.756666,57.68,52.0,40.0
04/01/2018 16:32:24.796666,58.96,53.0,39.0
04/01/2018 16:35:04.606666,51.35,53.0,40.0
04/01/2018 16:37:44.643333,54.6,54.0,39.0
04/01/2018 16:40:24.763333,51.58,54.0,39.0
04/01/2018 16:44:24.526666,54.85,54.0,39.0
04/01/2018 16:47:04.456666,55.0,55.0,39.0
04/01/2018 16:49:44.703333,56.49,55.0,39.0
04/01/2018 16:53:44.550000,55.63,55.0,39.0
04/01/2018 16:56:24.586666,56.37,55.0,39.0
04/01/2018 16:59:04.680000,56.43,54.0,39.0
04/01/2018 17:01:44.473333,54.7,54.0,39.0
04/01/2018 17:05:44.483333,52.35,54.0,40.0
04/01/2018 17:08:24.516666,53.41,54.0,40.0
04/01/2018 17:11:04.486666,57.33,54.0,39.0
04/01/2018 17:13:44.463333,55.72,54.0,39.0
04/01/2018 17:17:44.480000,53.74,54.0,40.0
04/01/2018 17:20:24.576666,55.2,54.0,40.0
04/01/2018 17:23:04.516666,55.98,53.0,39.0
04/01/2018 17:25:44.470000,55.15,53.0,39.0
04/01/2018 17:29:44.680000,53.3,53.0,39.0
04/01/2018 17:32:24.833333,54.94,53.0,39.0
04/01/2018 17:35:04.476666,52.43,53.0,40.0
04/01/2018 17:37:44.786666,51.91,53.0,40.0
04/01/2018 17:41:44.570000,52.89,52.0,41.0
04/01/2018 17:44:24.620000,55.43,52.0,40.0
04/01/2018 17:47:04.583333,53.26,52.0,39.0
04/01/2018 17:49:44.710000,55.23,52.0,40.0
04/01/2018 17:53:44.526666,56.21,52.0,39.0
04/01/2018 17:56:24.706666,54.6,52.0,40.0
04/01/2018 17:59:04.490000,71.26,51.0,41.0
04/01/2018 18:01:44.516666,55.57,51.0,41.0
04/01/2018 18:05:44.626666,55.37,51.0,41.0
04/01/2018 18:08:24.833333,58.02,51.0,41.0
04/01/2018 18:11:04.516666,54.81,51.0,41.0
04/01/2018 18:13:44.493333,89.28,51.0,41.0
04/01/2018 18:17:44.536666,102.13,51.0,41.0
04/01/2018 18:20:24.606666,118.38,50.0,41.0
04/01/2018 18:23:04.530000,93.26,50.0,43.0
04/01/2018 18:25:44.740000,103.24,49.0,43.0
04/01/2018 18:29:44.793333,63.28,49.0,43.0
04/01/2018 18:32:24.693333,60.68,48.0,43.0
04/01/2018 18:35:04.663333,69.43,48.0,42.0
04/01/2018 18:37:44.600000,135.83,48.0,43.0
04/01/2018 18:41:44.616666,49.47,48.0,44.0
04/01/2018 18:44:24.560000,50.52,48.0,44.0
04/01/2018 18:47:04.543333,80.0,48.0,46.0
04/01/2018 18:49:44.510000,60.38,47.0,44.0
04/01/2018 18:53:44.580000,60.6,46.0,45.0
04/01/2018 18:56:24.513333,54.53,46.0,44.0
04/01/2018 18:59:04.596666,95.09,46.0,43.0
04/01/2018 19:01:44.566666,76.4,47.0,43.0
04/01/2018 19:05:44.560000,62.09,46.0,45.0
04/01/2018 19:08:24.593333,54.35,45.0,45.0
04/01/2018 19:11:04.730000,53.91,45.0,45.0
04/01/2018 19:13:44.576666,59.91,45.0,45.0
04/01/2018 19:17:44.546666,51.31,45.0,47.0
04/01/2018 19:20:24.546666,50.11,43.0,47.0
04/01/2018 19:23:04.583333,53.09,44.0,46.0
04/01/2018 19:25:44.540000,46.87,44.0,47.0
04/01/2018 19:29:44.550000,45.63,43.0,48.0
04/01/2018 19:32:24.536666,50.19,43.0,51.0
04/01/2018 19:35:04.586666,47.61,41.0,49.0
04/01/2018 19:37:44.633333,47.83,42.0,48.0
04/01/2018 19:41:44.530000,45.91,42.0,47.0
04/01/2018 19:44:24.646666,49.52,42.0,47.0
04/01/2018 19:47:05.566666,47.23,42.0,47.0
04/01/2018 19:49:44.576666,47.54,42.0,47.0
04/01/2018 19:53:44.563333,53.85,42.0,47.0
04/01/2018 19:56:24.633333,69.87,42.0,47.0
04/01/2018 19:59:04.650000,46.36,42.0,48.0
04/01/2018 20:01:44.596666,50.63,42.0,48.0
04/01/2018 20:05:44.640000,48.59,40.0,51.0
04/01/2018 20:08:24.560000,49.2,40.0,51.0
04/01/2018 20:11:04.586666,43.34,38.0,53.0
04/01/2018 20:13:44.610000,43.85,39.0,50.0
04/01/2018 20:17:44.633333,43.79,39.0,52.0
04/01/2018 20:20:24.573333,53.37,39.0,50.0
04/01/2018 20:23:04.553333,46.06,40.0,51.0
04/01/2018 20:25:44.706666,50.98,38.0,54.0
04/01/2018 20:29:44.570000,41.32,38.0,52.0
04/01/2018 20:32:24.646666,42.28,38.0,54.0
04/01/2018 20:35:04.616666,42.64,35.0,54.0
04/01/2018 20:37:44.850000,45.89,37.0,52.0
04/01/2018 20:41:44.636666,43.67,38.0,52.0
04/01/2018 20:44:24.920000,59.15,36.0,54.0
04/01/2018 20:47:04.573333,49.98,37.0,53.0
04/01/2018 20:49:46.636666,50.79,37.0,52.0
04/01/2018 20:53:44.560000,68.35,38.0,51.0
04/01/2018 20:56:24.576666,64.72,37.0,55.0
04/01/2018 20:59:04.686666,58.67,36.0,53.0
04/01/2018 21:01:44.573333,53.89,37.0,53.0
04/01/2018 21:05:44.596666,65.83,36.0,56.0
04/01/2018 21:08:24.646666,71.23,34.0,55.0
04/01/2018 21:11:04.643333,52.17,33.0,57.0
04/01/2018 21:13:44.810000,53.96,34.0,55.0
04/01/2018 21:17:44.666666,42.89,35.0,58.0
04/01/2018 21:20:24.643333,42.77,32.0,61.0
04/01/2018 21:23:04.613333,40.87,30.0,61.0
04/01/2018 21:25:44.896666,45.49,33.0,57.0
04/01/2018 21:29:44.893333,81.23,31.0,59.0
04/01/2018 21:32:25.016666,143.48,33.0,59.0
04/01/2018 21:35:04.716666,157.73,32.0,57.0
04/01/2018 21:37:44.620000,145.84,33.0,56.0
04/01/2018 21:41:44.780000,150.82,34.0,55.0
04/01/2018 21:44:24.593333,68.93,33.0,56.0
04/01/2018 21:47:04.653333,41.83,33.0,57.0
04/01/2018 21:49:44.653333,42.19,33.0,61.0
04/01/2018 21:53:44.590000,63.46,30.0,59.0
04/01/2018 21:56:24.650000,136.5,30.0,61.0
04/01/2018 21:59:04.710000,165.92,31.0,57.0
04/01/2018 22:01:44.606666,56.75,32.0,61.0
04/01/2018 22:05:44.613333,45.3,30.0,60.0
04/01/2018 22:08:24.690000,50.53,29.0,61.0
04/01/2018 22:11:04.743333,43.68,30.0,60.0
04/01/2018 22:13:44.613333,45.19,29.0,66.0
04/01/2018 22:17:44.730000,33.61,27.0,68.0
04/01/2018 22:20:24.690000,32.91,25.0,69.0
04/01/2018 22:23:04.840000,81.63,24.0,65.0
04/01/2018 22:25:44.710000,42.48,27.0,62.0
04/01/2018 22:29:44.666666,43.36,28.0,61.0
04/01/2018 22:32:24.726666,40.54,29.0,61.0
04/01/2018 22:35:04.646666,41.52,27.0,66.0
04/01/2018 22:37:44.736666,39.57,27.0,61.0
04/01/2018 22:41:44.650000,44.98,29.0,64.0
04/01/2018 22:44:25.533333,45.73,26.0,68.0
04/01/2018 22:47:04.690000,47.89,26.0,69.0
04/01/2018 22:49:44.723333,46.0,26.0,63.0
04/01/2018 22:53:44.626666,44.62,25.0,65.0
04/01/2018 22:56:24.646666,33.02,27.0,62.0
04/01/2018 22:59:04.650000,35.46,26.0,68.0
04/01/2018 23:01:44.653333,31.72,24.0,66.0
04/01/2018 23:05:44.656666,30.9,26.0,62.0
04/01/2018 23:08:24.770000,30.87,28.0,62.0
04/01/2018 23:11:04.630000,44.46,28.0,62.0
04/01/2018 23:13:44.660000,43.0,28.0,62.0
04/01/2018 23:17:44.700000,46.37,28.0,62.0
04/01/2018 23:20:24.720000,42.02,27.0,62.0
04/01/2018 23:23:04.706666,44.7,28.0,61.0
04/01/2018 23:25:44.716666,46.15,29.0,61.0
04/01/2018 23:29:44.683333,104.76,28.0,62.0
04/01/2018 23:32:24.730000,97.49,28.0,62.0
04/01/2018 23:35:04.676666,76.04,29.0,60.0
04/01/2018 23:37:44.813333,116.88,28.0,61.0
04/01/2018 23:41:44.906666,117.98,28.0,64.0
04/01/2018 23:44:24.830000,131.33,28.0,64.0
04/01/2018 23:47:04.683333,132.77,28.0,65.0
04/01/2018 23:49:44.803333,42.51,26.0,68.0
04/01/2018 23:53:44.910000,45.64,25.0,67.0
04/01/2018 23:56:24.826666,83.07,25.0,67.0
04/01/2018 23:59:04.686666,54.2,23.0,68.0
04/02/2018 00:01:44.696666,36.36,27.0,63.0
04/02/2018 00:05:44.696666,62.0,27.0,65.0
04/02/2018 00:08:24.780000,47.56,26.0,63.0
04/02/2018 00:11:04.746666,40.55,27.0,64.0
04/02/2018 00:13:44.686666,72.2,27.0,63.0
04/02/2018 00:17:44.720000,60.96,26.0,64.0
04/02/2018 00:20:24.686666,58.22,26.0,64.0
04/02/2018 00:23:04.696666,43.47,26.0,67.0
04/02/2018 00:25:44.866666,68.48,26.0,64.0
04/02/2018 00:28:25.326666,45.26,27.0,64.0
04/02/2018 00:32:24.756666,52.35,27.0,64.0
04/02/2018 00:35:43.076666,43.41,26.0,66.0
04/02/2018 00:38:23.180000,41.57,25.0,66.0
04/02/2018 00:41:03.156666,106.41,25.0,67.0
04/02/2018 00:43:43.180000,41.49,27.0,62.0
04/02/2018 00:47:43.266666,43.39,26.0,65.0
