InstrumentName, MSLA (CS34),,,,,,,,,,,,,,,,
StartTime, 2021-12-01 00:00:00,,,,,,,,,,,,,,,,
EndTime, 2021-12-31 23:59:59,,,,,,,,,,,,,,,,
Date,*Lat,*Lon,B,EH,ET,ICCID,IH,IT,P,PM10,PM1_0,PM2_5,PM2_5_p,Sig,Time,WD,WS
12/01/2021 18:46:00.000000,39.70832,-105.01192,12.336,-1.0,-1.0,,10.83,80.27,840.91,2.49,1.75,2.32,4.083,0.0,,-1.0,-1.0
12/01/2021 18:47:00.000000,39.70832,-105.01192,12.259,-1.0,-1.0,,10.76,80.54,840.9,2.78,1.47,2.18,3.988,0.0,,-1.0,-1.0
12/01/2021 18:48:00.000000,39.70832,-105.01192,12.322,-1.0,-1.0,,10.62,80.79,840.9,4.23,2.39,3.8,4.998,0.0,,-1.0,-1.0
12/01/2021 18:49:00.000000,39.70832,-105.01192,12.346,-1.0,-1.0,,10.51,80.97,840.91,3.84,2.35,3.23,4.637,0.0,,-1.0,-1.0
12/01/2021 18:50:00.000000,39.70832,-105.01192,12.432,-1.0,-1.0,,10.45,81.15,840.92,4.12,2.92,3.89,5.046,0.0,,-1.0,-1.0
12/01/2021 18:51:00.000000,39.70832,-105.01192,12.365,-1.0,-1.0,,10.36,81.31,840.91,3.08,2.1,2.82,4.373,0.0,,-1.0,-1.0
12/01/2021 18:52:01.000000,39.7083,-105.01192,12.293,-1.0,-1.0,,10.29,81.45,840.9,3.55,2.11,3.14,4.57,0.0,,-1.0,-1.0
12/01/2021 18:53:00.000000,39.70829,-105.01192,12.413,-1.0,-1.0,,10.18,81.57,840.91,3.29,1.57,2.62,4.243,0.0,,-1.0,-1.0
12/01/2021 18:54:00.000000,39.70829,-105.01192,12.451,-1.0,-1.0,,10.15,81.63,840.93,3.04,1.44,2.28,4.029,0.0,,-1.0,-1.0
12/01/2021 18:55:00.000000,39.70829,-105.01192,12.288,-1.0,-1.0,,10.09,81.65,840.92,1.59,0.83,1.59,3.597,0.0,,-1.0,-1.0
12/01/2021 18:56:00.000000,39.70829,-105.01192,12.293,-1.0,-1.0,,10.11,81.73,840.89,2.01,1.02,1.9,3.788,0.0,,-1.0,-1.0
12/01/2021 18:57:01.000000,39.70829,-105.01192,12.307,-1.0,-1.0,,10.09,81.85,840.85,1.22,0.76,1.22,3.359,0.0,,-1.0,-1.0
12/01/2021 18:58:00.000000,39.70829,-105.01192,12.269,-1.0,-1.0,,10.05,82.0,840.86,1.83,1.02,1.52,3.542,0.0,,-1.0,-1.0
12/01/2021 18:59:00.000000,39.70829,-105.01192,12.389,-1.0,-1.0,,9.99,82.18,840.86,1.62,0.77,1.53,3.544,0.0,,-1.0,-1.0
12/01/2021 19:00:00.000000,39.70829,-105.01192,12.312,-1.0,-1.0,,9.88,82.28,840.87,2.27,1.4,2.14,3.926,0.0,,-1.0,-1.0
12/01/2021 19:01:00.000000,39.70829,-105.01192,12.47,-1.0,-1.0,,9.82,82.32,840.85,3.43,1.42,2.4,4.089,0.0,,-1.0,-1.0
12/01/2021 19:02:00.000000,39.70829,-105.01192,12.427,-1.0,-1.0,,9.8,82.33,840.86,2.46,1.28,1.92,3.788,0.0,,-1.0,-1.0
12/01/2021 19:03:00.000000,39.70829,-105.01192,12.418,-1.0,-1.0,,9.8,82.31,840.84,2.18,1.43,1.89,3.77,0.0,,-1.0,-1.0
12/01/2021 19:04:01.000000,39.70831,-105.01192,12.398,-1.0,-1.0,,9.85,82.26,840.83,2.12,1.08,1.88,3.764,0.0,,-1.0,-1.0
12/01/2021 19:05:00.000000,39.70831,-105.01194,12.331,-1.0,-1.0,,9.93,82.22,840.85,1.85,1.12,1.51,3.532,0.0,,-1.0,-1.0
12/01/2021 19:06:00.000000,39.70867,-105.01441,12.475,-1.0,-1.0,,10.0,82.15,840.85,1.64,1.15,1.64,3.614,0.0,,-1.0,-1.0
12/01/2021 19:07:00.000000,39.70867,-105.01441,12.504,-1.0,-1.0,,10.07,82.06,840.87,1.87,0.92,1.59,3.584,0.0,,-1.0,-1.0
12/01/2021 19:08:00.000000,39.70867,-105.01441,12.326,-1.0,-1.0,,9.98,82.03,840.88,2.78,1.41,2.06,3.881,0.0,,-1.0,-1.0
12/01/2021 19:09:00.000000,39.70867,-105.01441,12.47,-1.0,-1.0,,9.95,82.03,840.85,1.5,0.68,1.3,3.406,0.0,,-1.0,-1.0
12/01/2021 19:10:00.000000,39.70867,-105.01441,12.312,-1.0,-1.0,,9.95,82.12,840.85,2.49,1.23,2.11,3.91,0.0,,-1.0,-1.0
12/01/2021 19:11:00.000000,39.70867,-105.01441,12.437,-1.0,-1.0,,9.94,82.29,840.87,1.52,0.68,1.52,3.535,0.0,,-1.0,-1.0
12/01/2021 19:12:00.000000,39.70834,-105.01196,12.317,-1.0,-1.0,,9.82,82.46,840.88,1.76,1.03,1.7,3.645,0.0,,-1.0,-1.0
12/01/2021 19:13:00.000000,39.70834,-105.01196,12.326,-1.0,-1.0,,9.97,82.58,840.86,1.76,0.78,1.54,3.537,0.0,,-1.0,-1.0
12/01/2021 19:14:00.000000,39.70834,-105.01196,12.432,-1.0,-1.0,,9.91,82.68,840.84,1.62,0.65,1.43,3.466,0.0,,-1.0,-1.0
12/01/2021 19:15:00.000000,39.70834,-105.01196,12.49,-1.0,-1.0,,10.16,82.73,840.87,1.85,0.78,1.68,3.615,0.0,,-1.0,-1.0
12/01/2021 19:16:00.000000,39.70834,-105.01196,12.504,-1.0,-1.0,,10.16,82.8,840.82,1.88,1.01,1.59,3.556,0.0,,-1.0,-1.0
12/01/2021 19:17:00.000000,39.70834,-105.01196,12.49,-1.0,-1.0,,10.1,82.93,840.79,1.52,0.46,0.95,3.153,0.0,,-1.0,-1.0
12/01/2021 19:18:00.000000,39.70834,-105.01196,12.384,-1.0,-1.0,,10.18,82.96,840.78,1.62,0.68,1.34,3.394,0.0,,-1.0,-1.0
12/01/2021 19:19:00.000000,39.70832,-105.01194,12.451,-1.0,-1.0,,10.51,82.93,840.79,0.48,0.05,0.39,2.792,0.0,,-1.0,-1.0
12/01/2021 19:20:00.000000,39.70832,-105.01194,12.446,-1.0,-1.0,,10.9,82.37,840.77,0.33,0.0,0.0,2.557,0.0,,-1.0,-1.0
12/01/2021 19:21:00.000000,39.70832,-105.01194,12.442,-1.0,-1.0,,11.14,81.69,840.76,0.12,0.0,0.0,2.574,0.0,,-1.0,-1.0
12/01/2021 19:22:00.000000,39.70832,-105.01194,12.389,-1.0,-1.0,,11.3,81.05,840.74,0.0,0.0,0.0,2.592,0.0,,-1.0,-1.0
12/01/2021 19:23:00.000000,39.70832,-105.01194,12.403,-1.0,-1.0,,11.55,80.88,840.73,0.0,0.0,0.0,2.591,0.0,,-1.0,-1.0
12/01/2021 19:24:00.000000,39.70832,-105.01194,12.326,-1.0,-1.0,,11.37,81.16,840.7,0.0,0.0,0.0,2.586,0.0,,-1.0,-1.0
12/01/2021 19:25:00.000000,39.70832,-105.01194,12.514,-1.0,-1.0,,11.39,81.0,840.7,0.0,0.0,0.0,2.591,0.0,,-1.0,-1.0
12/01/2021 19:26:00.000000,39.70832,-105.01194,12.365,-1.0,-1.0,,11.5,80.89,840.72,0.0,0.0,0.0,2.592,0.0,,-1.0,-1.0
12/01/2021 19:27:00.000000,39.70831,-105.01195,12.494,-1.0,-1.0,,11.37,80.82,840.7,0.0,0.0,0.0,2.598,0.0,,-1.0,-1.0
12/01/2021 19:28:00.000000,39.70831,-105.01193,12.36,-1.0,-1.0,,11.41,80.83,840.66,0.0,0.0,0.0,2.596,0.0,,-1.0,-1.0
12/01/2021 19:29:00.000000,39.70831,-105.01193,12.446,-1.0,-1.0,,11.58,80.72,840.64,0.22,0.0,0.0,2.596,0.0,,-1.0,-1.0
12/01/2021 19:30:00.000000,39.70831,-105.01193,12.49,-1.0,-1.0,,11.65,80.53,840.62,0.0,0.0,0.0,2.601,0.0,,-1.0,-1.0
12/01/2021 19:31:00.000000,39.70831,-105.01193,12.422,-1.0,-1.0,,11.59,80.42,840.6,0.0,0.0,0.0,2.606,0.0,,-1.0,-1.0
12/01/2021 19:32:00.000000,39.70831,-105.01193,12.389,-1.0,-1.0,,11.72,80.31,840.6,0.0,0.0,0.0,2.606,0.0,,-1.0,-1.0
12/01/2021 19:33:00.000000,39.70831,-105.01193,12.365,-1.0,-1.0,,11.65,80.35,840.56,0.0,0.0,0.0,2.607,0.0,,-1.0,-1.0
12/01/2021 19:34:00.000000,39.70831,-105.01193,12.408,-1.0,-1.0,,11.69,80.29,840.57,0.05,0.0,0.05,2.639,0.0,,-1.0,-1.0
12/01/2021 19:35:00.000000,39.70831,-105.01193,12.331,-1.0,-1.0,,11.66,80.41,840.58,0.0,0.0,0.0,2.604,0.0,,-1.0,-1.0
12/01/2021 19:36:00.000000,39.70831,-105.01193,12.456,-1.0,-1.0,,11.68,80.24,840.59,0.0,0.0,0.0,2.61,0.0,,-1.0,-1.0
12/01/2021 19:37:00.000000,39.70831,-105.01193,12.432,-1.0,-1.0,,11.78,80.11,840.59,0.0,0.0,0.0,2.612,0.0,,-1.0,-1.0
12/01/2021 19:38:00.000000,39.70834,-105.01204,12.48,-1.0,-1.0,,11.81,80.01,840.59,0.0,0.0,0.0,2.614,0.0,,-1.0,-1.0
12/01/2021 19:39:00.000000,39.70834,-105.01204,12.466,-1.0,-1.0,,11.9,79.91,840.58,0.21,0.0,0.0,2.615,0.0,,-1.0,-1.0
12/01/2021 19:40:00.000000,39.70834,-105.01204,12.422,-1.0,-1.0,,11.75,80.05,840.58,0.01,0.0,0.0,2.614,0.0,,-1.0,-1.0
12/01/2021 19:41:00.000000,39.70834,-105.01204,12.466,-1.0,-1.0,,11.75,79.95,840.6,0.0,0.0,0.0,2.618,0.0,,-1.0,-1.0
12/01/2021 19:42:00.000000,39.70834,-105.01204,12.47,-1.0,-1.0,,11.84,79.67,840.61,0.0,0.0,0.0,2.625,0.0,,-1.0,-1.0
12/01/2021 19:43:00.000000,39.70834,-105.01204,12.389,-1.0,-1.0,,12.04,79.36,840.62,0.45,0.0,0.0,2.631,0.0,,-1.0,-1.0
12/01/2021 19:44:00.000000,39.70833,-105.01199,12.394,-1.0,-1.0,,12.08,79.22,840.62,0.0,0.0,0.0,2.634,0.0,,-1.0,-1.0
12/01/2021 19:45:00.000000,39.70833,-105.01199,12.518,-1.0,-1.0,,11.89,79.19,840.6,0.0,0.0,0.0,2.64,0.0,,-1.0,-1.0
12/01/2021 19:46:00.000000,39.70833,-105.01199,12.446,-1.0,-1.0,,11.98,78.93,840.61,0.0,0.0,0.0,2.647,0.0,,-1.0,-1.0
12/01/2021 19:47:00.000000,39.70833,-105.01199,12.485,-1.0,-1.0,,12.18,78.52,840.61,0.16,0.0,0.16,2.756,0.0,,-1.0,-1.0
12/01/2021 19:48:00.000000,39.70833,-105.01199,12.451,-1.0,-1.0,,12.4,78.32,840.58,0.0,0.0,0.0,2.657,0.0,,-1.0,-1.0
12/01/2021 19:49:00.000000,39.70784,-105.01377,12.288,-1.0,-1.0,,12.51,78.11,840.6,0.0,0.0,0.0,2.662,0.0,,-1.0,-1.0
12/01/2021 19:50:00.000000,39.70538,-105.01462,12.461,-1.0,-1.0,,12.65,78.14,840.61,0.0,0.0,0.0,2.657,0.0,,-1.0,-1.0
12/01/2021 19:51:00.000000,39.70538,-105.01462,12.336,-1.0,-1.0,,12.53,78.38,840.58,0.0,0.0,0.0,2.652,0.0,,-1.0,-1.0
12/01/2021 19:52:00.000000,39.70538,-105.01462,12.442,-1.0,-1.0,,12.52,78.55,840.6,0.0,0.0,0.0,2.646,0.0,,-1.0,-1.0
12/01/2021 19:53:00.000000,39.70538,-105.01462,12.475,-1.0,-1.0,,12.4,78.77,840.58,0.0,0.0,0.0,2.642,0.0,,-1.0,-1.0
12/01/2021 19:54:00.000000,39.70538,-105.01462,12.413,-1.0,-1.0,,12.29,78.79,840.57,0.09,0.0,0.0,2.644,0.0,,-1.0,-1.0
12/01/2021 19:55:00.000000,39.70839,-105.01427,12.427,-1.0,-1.0,,12.23,78.74,840.57,0.0,0.0,0.0,2.647,0.0,,-1.0,-1.0
12/01/2021 19:56:00.000000,39.70832,-105.01195,12.422,-1.0,-1.0,,12.18,78.8,840.53,0.0,0.0,0.0,2.646,0.0,,-1.0,-1.0
12/01/2021 19:57:00.000000,39.70832,-105.01195,12.442,-1.0,-1.0,,12.25,78.93,840.5,0.0,0.0,0.0,2.64,0.0,,-1.0,-1.0
12/01/2021 19:58:00.000000,39.70832,-105.01195,12.456,-1.0,-1.0,,12.1,79.04,840.51,0.0,0.0,0.0,2.64,0.0,,-1.0,-1.0
12/01/2021 19:59:00.000000,39.70832,-105.01195,12.274,-1.0,-1.0,,12.06,78.97,840.51,0.0,0.0,0.0,2.643,0.0,,-1.0,-1.0
12/01/2021 20:00:01.000000,39.70837,-105.01196,12.317,-1.0,-1.0,,11.97,78.78,840.48,0.0,0.0,0.0,2.652,0.0,,-1.0,-1.0
12/01/2021 20:01:00.000000,39.70836,-105.01196,12.288,-1.0,-1.0,,12.0,78.67,840.49,0.08,0.0,0.0,2.655,0.0,,-1.0,-1.0
12/01/2021 20:02:00.000000,39.70836,-105.01196,12.37,-1.0,-1.0,,12.07,78.88,840.45,0.0,0.0,0.0,2.646,0.0,,-1.0,-1.0
12/01/2021 20:03:00.000000,39.70836,-105.01196,12.456,-1.0,-1.0,,11.97,79.04,840.45,0.0,0.0,0.0,2.643,0.0,,-1.0,-1.0
12/01/2021 20:04:00.000000,39.70836,-105.01196,12.307,-1.0,-1.0,,11.89,79.08,840.45,0.0,0.0,0.0,2.644,0.0,,-1.0,-1.0
12/01/2021 20:05:00.000000,39.70836,-105.01196,12.442,-1.0,-1.0,,11.79,79.21,840.44,0.17,0.0,0.0,2.642,0.0,,-1.0,-1.0
12/01/2021 20:06:01.000000,39.70836,-105.01196,12.408,-1.0,-1.0,,11.76,79.34,840.45,0.0,0.0,0.0,2.638,0.0,,-1.0,-1.0
12/01/2021 20:07:00.000000,39.70834,-105.01193,12.437,-1.0,-1.0,,11.68,79.43,840.49,0.0,0.0,0.0,2.637,0.0,,-1.0,-1.0
12/01/2021 20:08:00.000000,39.70833,-105.01192,12.413,-1.0,-1.0,,11.46,79.58,840.47,0.1,0.0,0.0,2.638,0.0,,-1.0,-1.0
12/01/2021 20:09:00.000000,39.70833,-105.01192,12.302,-1.0,-1.0,,11.6,79.54,840.51,0.08,0.0,0.0,2.636,0.0,,-1.0,-1.0
12/01/2021 20:10:00.000000,39.70833,-105.01192,12.35,-1.0,-1.0,,11.71,79.49,840.51,0.0,0.0,0.0,2.634,0.0,,-1.0,-1.0
12/01/2021 20:11:00.000000,39.70833,-105.01192,12.341,-1.0,-1.0,,11.61,79.49,840.52,0.0,0.0,0.0,2.637,0.0,,-1.0,-1.0
12/01/2021 20:12:00.000000,39.70833,-105.01192,12.389,-1.0,-1.0,,11.55,79.48,840.52,0.17,0.0,0.0,2.639,0.0,,-1.0,-1.0
12/01/2021 20:13:00.000000,39.70833,-105.01192,12.278,-1.0,-1.0,,11.58,79.49,840.49,0.0,0.0,0.0,2.638,0.0,,-1.0,-1.0
12/01/2021 20:14:00.000000,39.70833,-105.01192,12.346,-1.0,-1.0,,11.39,79.84,840.46,0.03,0.0,0.0,2.631,0.0,,-1.0,-1.0
12/01/2021 20:15:00.000000,39.70833,-105.01192,12.36,-1.0,-1.0,,11.17,80.15,840.46,0.16,0.0,0.0,2.625,0.0,,-1.0,-1.0
12/01/2021 20:16:00.000000,39.70833,-105.01192,12.418,-1.0,-1.0,,11.01,80.46,840.45,0.0,0.0,0.0,2.619,0.0,,-1.0,-1.0
12/01/2021 20:17:00.000000,39.70835,-105.01188,12.418,-1.0,-1.0,,10.83,80.77,840.43,0.0,0.0,0.0,2.613,0.0,,-1.0,-1.0
12/01/2021 20:18:00.000000,39.70835,-105.01188,12.403,-1.0,-1.0,,10.83,80.9,840.44,0.05,0.0,0.0,2.608,0.0,,-1.0,-1.0
12/01/2021 20:19:00.000000,39.70835,-105.01188,12.413,-1.0,-1.0,,10.85,80.95,840.44,0.17,0.0,0.0,2.606,0.0,,-1.0,-1.0
12/01/2021 20:20:00.000000,39.70833,-105.012,12.389,-1.0,-1.0,,10.72,81.16,840.42,0.0,0.0,0.0,2.602,0.0,,-1.0,-1.0
12/01/2021 20:21:00.000000,39.70833,-105.012,12.389,-1.0,-1.0,,10.84,81.28,840.41,0.32,0.0,0.0,2.595,0.0,,-1.0,-1.0
12/01/2021 20:22:00.000000,39.70833,-105.012,12.432,-1.0,-1.0,,10.75,81.35,840.42,0.0,0.0,0.0,2.595,0.0,,-1.0,-1.0
12/01/2021 20:23:00.000000,39.70833,-105.012,12.384,-1.0,-1.0,,10.52,81.54,840.41,0.0,0.0,0.0,2.594,0.0,,-1.0,-1.0
12/01/2021 20:24:00.000000,39.70833,-105.012,12.398,-1.0,-1.0,,10.31,81.7,840.41,0.77,0.0,0.09,2.65,0.0,,-1.0,-1.0
12/01/2021 20:25:00.000000,39.70836,-105.01191,12.25,-1.0,-1.0,,10.35,81.74,840.43,0.0,0.0,0.0,2.592,0.0,,-1.0,-1.0
12/01/2021 20:26:00.000000,39.70836,-105.01191,12.394,-1.0,-1.0,,10.39,81.64,840.42,0.0,0.0,0.0,2.594,0.0,,-1.0,-1.0
12/01/2021 20:27:00.000000,39.70836,-105.01191,12.413,-1.0,-1.0,,10.46,81.55,840.42,0.0,0.0,0.0,2.595,0.0,,-1.0,-1.0
12/01/2021 20:28:01.000000,39.70836,-105.01191,12.226,-1.0,-1.0,,10.68,81.19,840.46,0.0,0.0,0.0,2.602,0.0,,-1.0,-1.0
12/01/2021 20:29:00.000000,39.70836,-105.01191,12.245,-1.0,-1.0,,10.74,80.91,840.44,0.0,0.0,0.0,2.61,0.0,,-1.0,-1.0
12/01/2021 20:30:00.000000,39.70832,-105.01196,12.374,-1.0,-1.0,,10.79,80.88,840.43,0.0,0.0,0.0,2.61,0.0,,-1.0,-1.0
12/01/2021 20:31:00.000000,39.70832,-105.01196,12.274,-1.0,-1.0,,10.73,80.84,840.43,0.08,0.0,0.08,2.663,0.0,,-1.0,-1.0
12/01/2021 20:32:00.000000,39.70832,-105.01196,12.384,-1.0,-1.0,,10.58,81.1,840.47,0.05,0.0,0.05,2.639,0.0,,-1.0,-1.0
12/01/2021 20:33:00.000000,39.70832,-105.01196,12.398,-1.0,-1.0,,10.39,81.04,840.48,0.21,0.0,0.0,2.615,0.0,,-1.0,-1.0
12/01/2021 20:34:01.000000,39.70832,-105.01196,12.254,-1.0,-1.0,,10.44,80.91,840.46,0.0,0.0,0.0,2.618,0.0,,-1.0,-1.0
12/01/2021 20:35:00.000000,39.70832,-105.01196,12.37,-1.0,-1.0,,10.52,80.85,840.44,0.0,0.0,0.0,2.618,0.0,,-1.0,-1.0
12/01/2021 20:36:00.000000,39.70834,-105.01189,12.37,-1.0,-1.0,,10.71,80.86,840.44,0.0,0.0,0.0,2.613,0.0,,-1.0,-1.0
12/01/2021 20:37:00.000000,39.70834,-105.01189,12.24,-1.0,-1.0,,10.57,81.11,840.44,0.05,0.0,0.0,2.608,0.0,,-1.0,-1.0
12/01/2021 20:38:00.000000,39.70834,-105.01189,12.341,-1.0,-1.0,,10.46,81.34,840.42,0.02,0.0,0.0,2.603,0.0,,-1.0,-1.0
12/01/2021 20:39:00.000000,39.70834,-105.01189,12.322,-1.0,-1.0,,10.38,81.33,840.4,0.0,0.0,0.0,2.605,0.0,,-1.0,-1.0
12/01/2021 20:40:01.000000,39.70834,-105.01189,12.235,-1.0,-1.0,,10.35,81.22,840.41,0.0,0.0,0.0,2.609,0.0,,-1.0,-1.0
12/01/2021 20:41:00.000000,39.70834,-105.01189,12.269,-1.0,-1.0,,10.15,81.51,840.41,0.0,0.0,0.0,2.604,0.0,,-1.0,-1.0
12/01/2021 20:42:00.000000,39.70834,-105.01197,12.394,-1.0,-1.0,,9.86,81.83,840.41,0.09,0.0,0.0,2.601,0.0,,-1.0,-1.0
12/01/2021 20:43:00.000000,39.70834,-105.01197,12.403,-1.0,-1.0,,9.69,81.95,840.42,0.0,0.0,0.0,2.601,0.0,,-1.0,-1.0
12/01/2021 20:44:00.000000,39.70834,-105.01197,12.403,-1.0,-1.0,,9.65,82.21,840.4,0.1,0.0,0.0,2.593,0.0,,-1.0,-1.0
12/01/2021 20:45:00.000000,39.70834,-105.01197,12.235,-1.0,-1.0,,9.58,82.5,840.41,0.0,0.0,0.0,2.585,0.0,,-1.0,-1.0
12/01/2021 20:46:00.000000,39.70834,-105.01197,12.36,-1.0,-1.0,,9.57,82.76,840.4,0.0,0.0,0.0,2.576,0.0,,-1.0,-1.0
12/01/2021 20:47:00.000000,39.70831,-105.01192,12.331,-1.0,-1.0,,9.53,82.95,840.41,0.02,0.0,0.0,2.571,0.0,,-1.0,-1.0
12/01/2021 20:48:00.000000,39.70831,-105.01192,12.341,-1.0,-1.0,,9.45,83.04,840.42,0.05,0.0,0.0,2.57,0.0,,-1.0,-1.0
12/01/2021 20:49:00.000000,39.70831,-105.01192,12.307,-1.0,-1.0,,9.42,83.12,840.44,0.0,0.0,0.0,2.568,0.0,,-1.0,-1.0
12/01/2021 20:50:00.000000,39.70831,-105.01192,12.226,-1.0,-1.0,,9.52,83.22,840.45,0.0,0.0,0.0,2.562,0.0,,-1.0,-1.0
12/01/2021 20:51:00.000000,39.70835,-105.01189,12.317,-1.0,-1.0,,9.66,83.13,840.45,0.0,0.0,0.0,2.562,0.0,,-1.0,-1.0
12/01/2021 20:52:00.000000,39.70835,-105.01204,12.23,-1.0,-1.0,,9.72,83.08,840.47,0.0,0.0,0.0,2.562,0.0,,-1.0,-1.0
12/01/2021 20:53:00.000000,39.70835,-105.01204,12.23,-1.0,-1.0,,9.57,83.2,840.48,0.05,0.0,0.0,2.561,0.0,,-1.0,-1.0
12/01/2021 20:54:00.000000,39.70832,-105.01189,12.336,-1.0,-1.0,,9.62,83.42,840.51,0.02,0.0,0.0,2.553,0.0,,-1.0,-1.0
12/01/2021 20:55:00.000000,39.70832,-105.01189,12.331,-1.0,-1.0,,9.49,83.54,840.5,0.0,0.0,0.0,2.552,0.0,,-1.0,-1.0
12/01/2021 20:56:00.000000,39.70832,-105.01189,12.226,-1.0,-1.0,,9.37,83.6,840.49,0.0,0.0,0.0,2.553,0.0,,-1.0,-1.0
12/01/2021 20:57:00.000000,39.70832,-105.01189,12.206,-1.0,-1.0,,9.34,83.42,840.51,0.0,0.0,0.0,2.56,0.0,,-1.0,-1.0
12/01/2021 20:58:01.000000,39.70832,-105.01189,12.211,-1.0,-1.0,,9.5,83.2,840.49,0.0,0.0,0.0,2.563,0.0,,-1.0,-1.0
12/01/2021 20:59:00.000000,39.70832,-105.01189,12.365,-1.0,-1.0,,9.61,83.22,840.53,0.0,0.0,0.0,2.56,0.0,,-1.0,-1.0
12/01/2021 21:00:00.000000,39.7077,-105.01141,12.413,-1.0,-1.0,,9.42,83.42,840.56,0.06,0.0,0.0,2.558,0.0,,-1.0,-1.0
12/01/2021 21:01:00.000000,39.7077,-105.01141,12.307,-1.0,-1.0,,9.34,83.59,840.55,0.0,0.0,0.0,2.554,0.0,,-1.0,-1.0
12/01/2021 21:02:00.000000,39.7077,-105.01141,12.312,-1.0,-1.0,,9.12,83.85,840.56,0.0,0.0,0.0,2.55,0.0,,-1.0,-1.0
12/01/2021 21:03:00.000000,39.7077,-105.01141,12.326,-1.0,-1.0,,8.97,83.99,840.55,0.0,0.0,0.0,2.549,0.0,,-1.0,-1.0
12/01/2021 21:04:01.000000,39.7077,-105.01141,12.451,-1.0,-1.0,,8.99,84.1,840.52,0.0,0.0,0.0,2.545,0.0,,-1.0,-1.0
12/01/2021 21:05:00.000000,39.7077,-105.01141,12.317,-1.0,-1.0,,8.98,84.18,840.5,0.0,0.0,0.0,2.543,0.0,,-1.0,-1.0
12/01/2021 21:06:00.000000,39.70854,-105.01215,12.283,-1.0,-1.0,,9.03,84.23,840.48,0.0,0.0,0.0,2.54,0.0,,-1.0,-1.0
12/01/2021 21:07:00.000000,39.70854,-105.01215,12.413,-1.0,-1.0,,8.9,84.29,840.47,0.03,0.0,0.03,2.56,0.0,,-1.0,-1.0
12/01/2021 21:08:00.000000,39.70854,-105.01215,12.485,-1.0,-1.0,,8.8,84.45,840.44,0.0,0.0,0.0,2.538,0.0,,-1.0,-1.0
12/01/2021 21:09:00.000000,39.70854,-105.01215,12.317,-1.0,-1.0,,8.76,84.57,840.44,0.14,0.0,0.0,2.535,0.0,,-1.0,-1.0
12/01/2021 21:10:00.000000,39.70854,-105.01215,12.451,-1.0,-1.0,,8.6,84.69,840.46,0.0,0.0,0.0,2.535,0.0,,-1.0,-1.0
12/01/2021 21:11:01.000000,39.70854,-105.01215,12.451,-1.0,-1.0,,8.58,84.74,840.44,0.0,0.0,0.0,2.534,0.0,,-1.0,-1.0
12/01/2021 21:12:00.000000,39.70833,-105.01195,12.442,-1.0,-1.0,,8.63,84.86,840.44,0.33,0.0,0.11,2.597,0.0,,-1.0,-1.0
12/01/2021 21:13:00.000000,39.70833,-105.01195,12.475,-1.0,-1.0,,8.7,85.08,840.45,0.0,0.0,0.0,2.519,0.0,,-1.0,-1.0
12/01/2021 21:14:00.000000,39.70833,-105.01195,12.336,-1.0,-1.0,,8.5,85.34,840.45,0.1,0.0,0.0,2.515,0.0,,-1.0,-1.0
12/01/2021 21:15:00.000000,39.70837,-105.01205,12.355,-1.0,-1.0,,8.37,85.47,840.46,0.0,0.0,0.0,2.514,0.0,,-1.0,-1.0
12/01/2021 21:16:00.000000,39.70837,-105.01198,12.475,-1.0,-1.0,,8.27,85.46,840.46,0.0,0.0,0.0,2.517,0.0,,-1.0,-1.0
12/01/2021 21:17:00.000000,39.70837,-105.01198,12.336,-1.0,-1.0,,8.22,85.41,840.45,0.0,0.0,0.0,2.52,0.0,,-1.0,-1.0
12/01/2021 21:18:00.000000,39.70835,-105.01197,12.456,-1.0,-1.0,,8.22,85.49,840.45,0.0,0.0,0.0,2.517,0.0,,-1.0,-1.0
12/01/2021 21:19:00.000000,39.7083,-105.01198,12.422,-1.0,-1.0,,8.23,85.61,840.44,0.0,0.0,0.0,2.513,0.0,,-1.0,-1.0
12/01/2021 21:20:00.000000,39.7083,-105.01198,12.365,-1.0,-1.0,,8.26,85.64,840.43,0.09,0.0,0.0,2.511,0.0,,-1.0,-1.0
12/01/2021 21:21:00.000000,39.7083,-105.01198,12.509,-1.0,-1.0,,8.27,85.52,840.43,0.13,0.0,0.0,2.515,0.0,,-1.0,-1.0
12/01/2021 21:22:00.000000,39.7083,-105.01198,12.494,-1.0,-1.0,,8.35,85.49,840.44,0.0,0.0,0.0,2.514,0.0,,-1.0,-1.0
12/01/2021 21:23:00.000000,39.7083,-105.01198,12.451,-1.0,-1.0,,8.29,85.57,840.44,0.0,0.0,0.0,2.513,0.0,,-1.0,-1.0
12/01/2021 21:24:00.000000,39.70837,-105.01202,12.485,-1.0,-1.0,,8.31,85.59,840.44,0.17,0.0,0.0,2.511,0.0,,-1.0,-1.0
12/01/2021 21:25:00.000000,39.70837,-105.01202,12.514,-1.0,-1.0,,8.31,85.68,840.44,0.0,0.0,0.0,2.508,0.0,,-1.0,-1.0
12/01/2021 21:26:00.000000,39.70837,-105.01202,12.451,-1.0,-1.0,,8.34,85.69,840.43,0.0,0.0,0.0,2.507,0.0,,-1.0,-1.0
12/01/2021 21:27:00.000000,39.70837,-105.01202,12.346,-1.0,-1.0,,8.25,85.64,840.44,0.0,0.0,0.0,2.511,0.0,,-1.0,-1.0
